city1,city2,dist,vol,avg_fare,largest_carrier,mkt_share,avg_fare_largest_carrier,lowest_fare_carrier,mkt_share_lowest_fare,avg_fare_lowest_carrier
ABE,BOS,259,6.85,$323.56,US,96.8,$327.18,US,96.8,$327.18
ABE,CAK,315,0.98,$264.26,DL,77.8,$233.05,DL,77.8,$233.05
ABE,CLE,339,9.24,$283.49,US,61.2,$293.65,UA,22.4,$258.79
ABE,DAL,1300,0.87,$381.88,DL,75.0,$333.83,DL,75.0,$333.83
ABE,DFW,1307,22.83,$320.01,US,61.0,$306.85,UA,11.0,$282.24
ABE,FLL,1041,12.83,$257.10,US,51.7,$290.92,UA,11.0,$177.51
ABE,HOU,1350,2.61,$303.73,DL,95.8,$307.89,DL,95.8,$307.89
ABE,IAH,1339,22.93,$286.83,US,47.9,$310.83,UA,31.8,$248.92
ABE,LAX,2388,24.67,$316.72,UA,45.4,$275.28,UA,45.4,$275.28
ABE,MDW,646,0.87,$387.62,DL,100.0,$387.62,DL,100.0,$387.62
ABE,MHT,260,0.98,$308.89,US,66.7,$322.69,US,66.7,$322.69
ABE,MIA,1061,9.02,$289.47,US,51.8,$318.20,DL,38.6,$241.46
ABE,OAK,2490,0.76,$339.57,DL,57.1,$303.00,DL,57.1,$303.00
ABE,ONT,2342,2.61,$463.21,US,75.0,$481.22,UA,16.7,$378.50
ABE,ORD,654,33.91,$301.40,US,46.8,$287.95,US,46.8,$287.95
ABE,PIE,970,97.39,$120.83,G4,100.0,$120.83,G4,100.0,$120.83
ABE,PVD,222,2.28,$326.88,US,95.2,$329.42,US,95.2,$329.42
ABE,SFO,2500,14.13,$413.02,UA,42.3,$404.84,UA,42.3,$404.84
ABE,SJC,2483,0.65,$390.28,US,66.7,$408.93,DL,33.3,$353.00
ABE,SNA,2367,9.13,$319.98,UA,63.1,$293.02,UA,63.1,$293.02
ABE,TPA,962,16.20,$291.54,US,57.1,$307.01,UA,10.7,$198.88
ABI,BWI,1370,7.61,$301.31,AA,98.6,$302.49,AA,98.6,$302.49
ABI,DCA,1345,10.00,$213.79,AA,94.6,$213.72,AA,94.6,$213.72
ABI,DFW,158,24.46,$136.97,AA,100.0,$136.97,AA,100.0,$136.97
ABI,EWR,1523,4.89,$261.12,AA,100.0,$261.12,AA,100.0,$261.12
ABI,HOU,323,7.61,$205.51,AA,95.7,$206.95,AA,95.7,$206.95
ABI,HPN,1553,0.33,$224.00,AA,100.0,$224.00,AA,100.0,$224.00
ABI,IAD,1325,2.50,$198.30,AA,100.0,$198.30,AA,100.0,$198.30
ABI,IAH,307,12.17,$176.10,AA,98.2,$174.52,AA,98.2,$174.52
ABI,JFK,1542,1.30,$299.82,AA,83.3,$278.39,AA,83.3,$278.39
ABI,LAX,1089,11.41,$256.82,AA,94.3,$256.51,AA,94.3,$256.51
ABI,LGA,1539,9.67,$287.50,AA,98.9,$288.79,AA,98.9,$288.79
ABI,LGB,1074,0.22,$275.00,,0.0,$0.00,,0.0,"$9,999.00"
ABI,ONT,1043,3.48,$237.15,AA,100.0,$237.15,AA,100.0,$237.15
ABI,ORD,924,16.52,$227.58,AA,98.7,$220.51,AA,98.7,$220.51
ABI,SNA,1058,6.20,$271.16,AA,98.3,$272.11,AA,98.3,$272.11
ABQ,AUS,619,162.83,$226.66,WN,64.1,$249.65,AA,28.0,$173.74
ABQ,BOS,1974,161.41,$248.85,AA,35.6,$237.71,AA,35.6,$237.71
ABQ,BUR,672,46.52,$214.30,WN,82.5,$211.16,WN,82.5,$211.16
ABQ,BWI,1670,271.85,$249.14,WN,77.2,$254.46,AA,12.0,$226.17
ABQ,CAK,1427,7.83,$262.06,WN,68.1,$258.22,WN,68.1,$258.22
ABQ,CLE,1411,45.54,$274.46,UA,35.3,$302.56,WN,30.1,$242.79
ABQ,DAL,580,403.15,$184.19,WN,99.5,$184.22,WN,99.5,$184.22
ABQ,DCA,1650,122.93,$275.09,F9,25.3,$199.58,F9,25.3,$199.58
ABQ,DFW,569,213.26,$185.73,AA,95.4,$183.64,AA,95.4,$183.64
ABQ,EWR,1805,131.41,$225.62,UA,36.1,$232.96,WN,19.2,$211.93
ABQ,FLL,1687,108.70,$228.58,WN,41.0,$229.20,AA,32.2,$214.09
ABQ,HOU,759,232.28,$227.70,WN,98.9,$227.20,WN,98.9,$227.20
ABQ,HPN,1830,1.85,$370.91,DL,52.9,$368.44,UA,11.8,$263.50
ABQ,IAD,1628,133.70,$320.01,UA,67.5,$348.57,WN,22.7,$238.21
ABQ,IAH,744,140.22,$256.47,UA,87.8,$260.55,UA,87.8,$260.55
ABQ,ISP,1861,13.70,$248.82,WN,96.8,$245.96,WN,96.8,$245.96
ABQ,JFK,1826,182.61,$201.58,B6,86.4,$191.56,B6,86.4,$191.56
ABQ,LAX,677,580.00,$186.44,WN,66.6,$183.77,AA,16.8,$181.95
ABQ,LGA,1821,165.43,$226.88,AA,39.7,$231.90,WN,18.0,$217.10
ABQ,LGB,664,13.37,$188.50,US,85.4,$189.48,DL,12.2,$178.27
ABQ,MDW,1121,169.24,$237.34,WN,86.7,$248.45,F9,11.9,$161.73
ABQ,MHT,1955,31.20,$244.09,WN,92.0,$242.75,WN,92.0,$242.75
ABQ,MIA,1689,33.70,$304.36,AA,61.6,$308.82,DL,29.0,$292.76
ABQ,OAK,889,385.33,$201.82,WN,93.6,$200.93,WN,93.6,$200.93
ABQ,ONT,630,77.17,$216.38,WN,78.9,$216.24,WN,78.9,$216.24
ABQ,ORD,1118,86.96,$267.78,UA,46.3,$284.53,AA,43.0,$247.56
ABQ,ORF,1702,34.46,$268.79,WN,31.2,$286.19,AA,25.6,$243.78
ABQ,PHF,1685,1.96,$344.11,DL,55.6,$396.84,F9,27.8,$186.40
ABQ,PVD,1950,31.09,$259.48,WN,65.7,$253.66,UA,10.5,$217.39
ABQ,SFO,896,169.57,$216.47,WN,48.9,$200.32,WN,48.9,$200.32
ABQ,SJC,870,88.80,$236.45,WN,76.4,$228.17,WN,76.4,$228.17
ABQ,SNA,650,89.57,$215.16,WN,76.5,$213.34,WN,76.5,$213.34
ABQ,SWF,1811,0.22,$620.50,DL,100.0,$620.50,DL,100.0,$620.50
ABQ,TPA,1498,123.70,$212.44,WN,52.9,$210.89,AA,26.4,$207.29
ABY,BWI,676,5.98,$214.00,DL,100.0,$214.00,DL,100.0,$214.00
ABY,DCA,646,8.70,$296.63,DL,98.8,$294.15,DL,98.8,$294.15
ABY,EWR,843,3.37,$307.59,DL,96.8,$308.84,DL,96.8,$308.84
ABY,HPN,879,0.43,$391.50,DL,100.0,$391.50,DL,100.0,$391.50
ABY,IAD,637,3.26,$300.87,DL,93.3,$295.26,DL,93.3,$295.26
ABY,JFK,855,2.28,$287.33,DL,100.0,$287.33,DL,100.0,$287.33
ABY,LGA,858,8.04,$309.99,DL,97.3,$306.67,DL,97.3,$306.67
ACK,EWR,218,2.17,$298.53,,0.0,$0.00,,0.0,"$9,999.00"
ACK,HPN,191,0.11,$231.75,9K,100.0,$231.75,9K,100.0,$231.75
ACK,JFK,199,26.09,$146.07,B6,87.9,$127.81,B6,87.9,$127.81
ACK,LGA,202,0.54,$370.31,,0.0,$0.00,,0.0,"$9,999.00"
ACT,BWI,1269,4.46,$263.80,AA,87.8,$252.77,AA,87.8,$252.77
ACT,DCA,1243,10.76,$216.24,AA,97.0,$217.25,AA,97.0,$217.25
ACT,EWR,1428,4.57,$233.65,AA,95.2,$223.61,AA,95.2,$223.61
ACT,HPN,1459,0.11,$350.00,AA,100.0,$350.00,AA,100.0,$350.00
ACT,IAD,1223,2.17,$244.52,AA,95.0,$206.28,AA,95.0,$206.28
ACT,JFK,1446,0.22,$172.50,AA,50.0,$172.62,AA,50.0,$172.62
ACT,LAX,1241,12.50,$241.68,AA,99.1,$242.49,AA,99.1,$242.49
ACT,LGA,1444,6.52,$238.63,AA,95.0,$241.49,AA,95.0,$241.49
ACT,ONT,1195,2.93,$266.33,AA,96.3,$270.19,AA,96.3,$270.19
ACT,ORD,881,18.15,$219.29,AA,98.8,$217.85,AA,98.8,$217.85
ACT,SNA,1210,4.78,$269.24,AA,95.5,$268.88,AA,95.5,$268.88
ACV,BUR,564,7.07,$315.84,UA,100.0,$315.84,UA,100.0,$315.84
ACV,BWI,2486,1.41,$334.38,UA,84.6,$315.14,UA,84.6,$315.14
ACV,DCA,2475,2.28,$407.31,UA,100.0,$407.31,UA,100.0,$407.31
ACV,IAD,2451,6.30,$355.56,UA,98.3,$358.02,UA,98.3,$358.02
ACV,LAX,577,27.50,$300.72,UA,96.4,$295.51,UA,96.4,$295.51
ACV,ONT,596,5.22,$346.56,UA,95.8,$347.08,UA,95.8,$347.08
ACV,SFO,250,31.74,$286.84,UA,99.7,$286.81,UA,99.7,$286.81
ACV,SNA,609,8.91,$327.91,UA,98.8,$328.08,UA,98.8,$328.08
ACY,FLL,977,537.72,$108.22,NK,100.0,$108.22,NK,100.0,$108.22
ACY,TPA,913,232.50,$103.50,NK,100.0,$103.50,NK,100.0,$103.50
AEX,BOS,1409,10.33,$282.43,DL,61.1,$268.32,AA,26.3,$258.40
AEX,BWI,1046,8.70,$253.69,DL,85.0,$252.46,DL,85.0,$252.46
AEX,DAL,273,0.33,$113.90,UA,100.0,$113.90,UA,100.0,$113.90
AEX,DCA,1018,20.98,$221.70,DL,50.3,$234.58,AA,23.8,$197.97
AEX,DFW,285,23.26,$159.77,AA,97.7,$160.84,AA,97.7,$160.84
AEX,EWR,1212,10.11,$224.05,UA,49.5,$215.87,UA,49.5,$215.87
AEX,FLL,834,7.39,$280.90,DL,64.7,$254.92,DL,64.7,$254.92
AEX,HPN,1245,0.22,$276.50,DL,50.0,$278.46,DL,50.0,$278.46
AEX,IAD,1001,8.15,$291.67,DL,52.0,$338.14,AA,37.3,$237.07
AEX,IAH,190,14.02,$278.85,UA,100.0,$278.85,UA,100.0,$278.85
AEX,ISP,1265,0.22,$514.00,,0.0,$0.00,,0.0,"$9,999.00"
AEX,JFK,1228,1.74,$333.17,DL,93.8,$332.12,DL,93.8,$332.12
AEX,LAX,1515,18.91,$249.98,UA,56.3,$228.06,UA,56.3,$228.06
AEX,LGA,1228,13.15,$268.42,UA,38.8,$275.54,AA,28.9,$217.71
AEX,LGB,1500,0.11,$255.00,,0.0,$0.00,,0.0,"$9,999.00"
AEX,MDW,769,1.74,$223.68,DL,93.8,$225.07,DL,93.8,$225.07
AEX,MHT,1408,2.07,$210.42,DL,100.0,$210.42,DL,100.0,$210.42
AEX,MIA,836,6.63,$229.38,DL,67.2,$214.85,DL,67.2,$214.85
AEX,OAK,1741,0.22,$555.00,,0.0,$0.00,,0.0,"$9,999.00"
AEX,ONT,1468,4.78,$261.70,AA,63.6,$238.47,AA,63.6,$238.47
AEX,ORD,778,12.83,$205.56,UA,39.8,$201.00,DL,22.9,$164.30
AEX,PVD,1371,1.41,$202.85,DL,100.0,$202.85,DL,100.0,$202.85
AEX,SFO,1749,11.20,$250.86,UA,53.4,$245.70,UA,53.4,$245.70
AEX,SJC,1723,2.17,$263.00,UA,55.0,$241.73,UA,55.0,$241.73
AEX,SNA,1484,8.80,$247.56,UA,48.2,$260.95,AA,46.9,$239.53
AEX,SWF,1240,0.11,$515.00,DL,100.0,$515.00,DL,100.0,$515.00
AGS,AUS,949,10.22,$237.77,DL,86.2,$232.04,DL,86.2,$232.04
AGS,BOS,861,29.46,$219.28,US,59.4,$218.64,DL,35.4,$211.52
AGS,BUR,2084,0.22,$413.50,US,100.0,$413.50,US,100.0,$413.50
AGS,BWI,497,29.02,$274.16,US,66.7,$279.33,DL,30.3,$270.75
AGS,CAK,521,6.63,$195.06,DL,62.3,$186.05,DL,62.3,$186.05
AGS,CLE,554,10.65,$209.28,US,52.0,$208.35,DL,39.8,$203.47
AGS,DCA,468,76.85,$183.28,US,69.0,$185.33,DL,29.1,$178.77
AGS,EWR,663,36.09,$205.98,US,59.9,$202.24,DL,27.1,$183.78
AGS,FLL,514,20.33,$201.38,DL,54.0,$210.09,US,40.6,$190.82
AGS,HOU,826,12.83,$181.23,DL,97.5,$182.20,DL,97.5,$182.20
AGS,HPN,699,8.70,$226.40,DL,50.0,$221.64,DL,50.0,$221.64
AGS,IAD,460,12.39,$215.05,DL,72.8,$185.14,DL,72.8,$185.14
AGS,IAH,821,32.50,$208.66,DL,60.2,$188.13,DL,60.2,$188.13
AGS,ISP,708,0.65,$274.67,US,100.0,$274.67,US,100.0,$274.67
AGS,JFK,675,20.00,$188.07,US,81.0,$179.98,US,81.0,$179.98
AGS,LAX,2090,32.61,$303.21,US,63.0,$275.82,US,63.0,$275.82
AGS,LGA,678,47.93,$216.87,US,60.5,$208.51,US,60.5,$208.51
AGS,LGB,2077,0.54,$322.80,DL,60.0,$280.93,DL,60.0,$280.93
AGS,MDW,661,13.37,$172.43,DL,98.4,$172.26,DL,98.4,$172.26
AGS,MHT,873,5.00,$251.48,US,76.1,$252.37,DL,17.4,$224.75
AGS,MIA,531,16.41,$205.18,DL,53.6,$192.13,DL,53.6,$192.13
AGS,OAK,2271,0.76,$413.19,DL,71.4,$405.00,DL,71.4,$405.00
AGS,ONT,2043,2.50,$363.43,US,78.3,$332.50,US,78.3,$332.50
AGS,ORD,677,41.63,$194.66,DL,51.7,$182.02,DL,51.7,$182.02
AGS,ORF,407,9.02,$215.92,US,59.0,$242.32,DL,38.6,$173.39
AGS,PHF,404,5.00,$210.46,US,71.7,$219.67,DL,28.3,$187.08
AGS,PVD,815,9.13,$218.61,US,73.8,$225.33,DL,20.2,$206.52
AGS,SFO,2280,25.00,$334.34,DL,47.8,$344.07,US,41.7,$332.73
AGS,SJC,2257,0.65,$594.50,DL,66.7,$678.00,US,33.3,$427.50
AGS,SNA,2062,4.35,$415.50,DL,80.0,$368.47,DL,80.0,$368.47
AGS,SWF,707,0.43,$274.00,US,100.0,$274.00,US,100.0,$274.00
AGS,TPA,373,23.70,$204.30,US,54.1,$204.97,DL,43.1,$204.55
ALB,AUS,1577,57.83,$342.51,WN,46.2,$331.75,US,10.7,$318.86
ALB,BUR,2457,12.39,$311.97,WN,97.4,$314.64,WN,97.4,$314.64
ALB,BWI,289,299.13,$148.78,WN,99.0,$148.48,WN,99.0,$148.48
ALB,CAK,414,3.26,$210.77,DL,53.3,$211.39,DL,53.3,$211.39
ALB,CLE,424,56.96,$255.48,UA,78.1,$264.46,WN,10.7,$214.61
ALB,DCA,318,196.41,$176.05,US,97.9,$175.56,US,97.9,$175.56
ALB,FLL,1204,241.63,$222.43,WN,76.4,$219.55,WN,76.4,$219.55
ALB,HOU,1495,35.76,$291.23,WN,89.4,$284.63,WN,89.4,$284.63
ALB,IAD,325,55.11,$213.50,UA,97.4,$214.30,UA,97.4,$214.30
ALB,IAH,1482,58.15,$314.58,UA,55.7,$320.52,US,22.4,$270.47
ALB,LAX,2468,142.39,$321.11,WN,38.9,$292.66,WN,38.9,$292.66
ALB,LGB,2459,0.76,$324.15,US,57.1,$303.25,DL,28.6,$262.50
ALB,MDW,717,111.41,$231.33,WN,99.2,$230.84,WN,99.2,$230.84
ALB,MIA,1225,25.76,$304.80,US,46.4,$301.12,UA,12.7,$282.84
ALB,OAK,2548,21.63,$333.91,WN,92.5,$334.01,WN,92.5,$334.01
ALB,ONT,2423,13.59,$323.49,WN,75.2,$307.83,UA,12.0,$297.40
ALB,ORD,723,196.30,$262.71,UA,88.3,$264.75,UA,88.3,$264.75
ALB,ORF,424,35.87,$211.29,WN,52.7,$208.00,UA,11.8,$206.71
ALB,PHF,413,4.89,$236.16,US,97.8,$237.27,US,97.8,$237.27
ALB,SFO,2559,140.22,$350.87,UA,43.2,$359.76,WN,25.0,$308.01
ALB,SJC,2544,25.00,$340.75,WN,77.8,$331.97,WN,77.8,$331.97
ALB,SNA,2449,28.59,$336.42,UA,49.4,$320.19,UA,49.4,$320.19
ALB,TPA,1130,254.78,$210.41,WN,74.0,$208.24,WN,74.0,$208.24
ALO,ORD,234,10.43,$207.65,AA,100.0,$207.65,AA,100.0,$207.65
ALW,BUR,821,2.50,$195.52,AS,95.7,$199.55,AS,95.7,$199.55
ALW,LAX,838,9.46,$174.84,AS,96.6,$177.24,AS,96.6,$177.24
ALW,OAK,612,4.78,$186.90,AS,95.5,$187.79,AS,95.5,$187.79
ALW,ONT,831,3.26,$202.47,AS,90.0,$182.77,AS,90.0,$182.77
ALW,SFO,622,5.87,$211.12,AS,87.0,$215.98,AS,87.0,$215.98
ALW,SJC,631,3.26,$219.43,AS,90.0,$223.70,AS,90.0,$223.70
ALW,SNA,857,7.61,$187.48,AS,97.1,$183.14,AS,97.1,$183.14
AMA,AUS,418,95.98,$237.86,WN,87.9,$237.23,WN,87.9,$237.23
AMA,BOS,1718,13.91,$307.79,AA,65.6,$307.64,UA,18.0,$293.46
AMA,BUR,949,5.76,$291.69,WN,98.1,$293.27,WN,98.1,$293.27
AMA,BWI,1403,9.46,$299.39,WN,36.8,$320.36,UA,17.2,$270.69
AMA,DCA,1382,13.91,$315.79,AA,45.3,$299.32,AA,45.3,$299.32
AMA,EWR,1544,11.63,$342.50,UA,50.5,$353.08,WN,17.8,$313.45
AMA,HOU,537,94.24,$253.43,WN,94.1,$254.26,WN,94.1,$254.26
AMA,HPN,1570,0.11,$388.65,UA,100.0,$388.65,UA,100.0,$388.65
AMA,IAD,1360,8.48,$307.32,UA,43.6,$281.69,UA,43.6,$281.69
AMA,IAH,517,92.17,$233.93,UA,91.6,$235.99,UA,91.6,$235.99
AMA,JFK,1564,1.20,$332.91,AA,36.4,$315.65,UA,36.4,$231.75
AMA,LAX,955,21.20,$285.38,WN,38.0,$268.95,UA,24.1,$250.91
AMA,LGA,1560,16.85,$359.59,AA,55.5,$356.94,AA,55.5,$356.94
AMA,MDW,880,7.39,$304.69,WN,100.0,$304.69,WN,100.0,$304.69
AMA,MHT,1702,0.76,$347.43,UA,57.1,$414.90,WN,28.6,$298.00
AMA,OAK,1153,7.28,$337.20,WN,98.5,$337.97,WN,98.5,$337.97
AMA,ONT,908,9.24,$289.09,WN,72.9,$289.63,AA,12.9,$204.89
AMA,ORD,879,19.24,$322.97,AA,54.2,$317.96,AA,54.2,$317.96
AMA,PVD,1692,0.65,$287.50,UA,33.3,$336.50,WN,16.7,$181.00
AMA,SFO,1161,11.52,$296.14,WN,44.3,$321.96,AA,14.2,$233.58
AMA,SJC,1136,7.07,$296.03,WN,70.8,$298.09,AA,16.9,$256.20
AMA,SNA,928,11.74,$294.05,WN,59.3,$276.53,UA,17.6,$247.11
AMA,SWF,1553,0.11,$504.00,,0.0,$0.00,,0.0,"$9,999.00"
ART,ORD,618,18.91,$225.74,AA,98.9,$225.11,AA,98.9,$225.11
ASE,AUS,812,10.00,$375.39,UA,95.7,$369.82,UA,95.7,$369.82
ASE,BOS,1879,15.76,$498.91,UA,91.7,$456.33,UA,91.7,$456.33
ASE,BUR,725,1.63,$322.10,UA,93.3,$324.53,UA,93.3,$324.53
ASE,BWI,1613,6.74,$370.49,UA,100.0,$370.49,UA,100.0,$370.49
ASE,DCA,1598,4.78,$604.64,UA,84.1,$561.69,UA,84.1,$561.69
ASE,EWR,1729,23.70,$558.95,UA,89.5,$568.78,UA,89.5,$568.78
ASE,FLL,1792,16.96,$487.99,UA,90.4,$462.28,UA,90.4,$462.28
ASE,HOU,933,0.11,$862.00,DL,100.0,$862.00,DL,100.0,$862.00
ASE,HPN,1750,0.33,$306.00,UA,66.7,$419.00,DL,33.3,$80.00
ASE,IAD,1574,14.46,$494.80,UA,97.0,$496.75,UA,97.0,$496.75
ASE,IAH,913,36.41,$431.58,UA,98.2,$434.39,UA,98.2,$434.39
ASE,JFK,1750,0.76,$657.24,UA,71.4,$520.44,UA,71.4,$520.44
ASE,LAX,737,82.93,$430.72,UA,90.4,$427.93,UA,90.4,$427.93
ASE,LGA,1744,55.43,$532.17,UA,95.3,$530.44,UA,95.3,$530.44
ASE,MIA,1796,11.63,$627.60,UA,72.0,$586.93,UA,72.0,$586.93
ASE,ONT,694,0.65,$580.33,UA,100.0,$580.33,UA,100.0,$580.33
ASE,ORD,1013,39.02,$440.53,UA,99.7,$440.91,UA,99.7,$440.91
ASE,PVD,1862,1.09,$591.20,UA,90.0,$610.64,UA,90.0,$610.64
ASE,SFO,848,39.78,$408.66,UA,98.6,$407.70,UA,98.6,$407.70
ASE,SJC,828,1.30,$386.42,UA,91.7,$405.16,UA,91.7,$405.16
ASE,SNA,722,5.76,$423.78,UA,100.0,$423.78,UA,100.0,$423.78
ASE,TPA,1596,10.22,$417.25,UA,96.8,$416.08,UA,96.8,$416.08
ATL,AUS,813,677.61,$228.22,DL,67.2,$228.02,WN,19.1,$220.90
ATL,BOS,946,"2,002.61",$218.67,DL,58.1,$250.11,FL,32.5,$160.52
ATL,BUR,1941,36.09,$269.70,WN,54.2,$261.18,WN,54.2,$261.18
ATL,BWI,577,"1,744.78",$170.44,DL,49.9,$184.09,FL,23.3,$133.70
ATL,CAK,528,524.78,$142.67,FL,66.9,$126.51,FL,66.9,$126.51
ATL,CLE,554,403.70,$237.78,DL,65.8,$235.13,DL,65.8,$235.13
ATL,DCA,547,"1,959.46",$198.16,DL,62.4,$223.68,FL,31.5,$144.52
ATL,EWR,746,"1,440.98",$259.68,DL,60.4,$260.64,US,11.3,$212.49
ATL,FLL,581,"2,291.63",$147.11,DL,39.7,$184.91,NK,22.8,$93.44
ATL,HOU,696,"1,184.13",$169.50,FL,46.3,$124.59,FL,46.3,$124.59
ATL,HPN,780,314.46,$258.89,DL,89.9,$262.15,DL,89.9,$262.15
ATL,IAD,534,570.11,$232.74,DL,72.6,$229.62,DL,72.6,$229.62
ATL,IAH,689,699.78,$243.77,DL,56.0,$234.86,DL,56.0,$234.86
ATL,ISP,795,53.15,$176.72,WN,73.0,$165.64,WN,73.0,$165.64
ATL,JFK,760,506.30,$225.21,DL,82.8,$227.55,US,12.0,$209.28
ATL,LAX,1947,"2,092.17",$295.64,DL,64.6,$320.46,FL,10.3,$230.15
ATL,LGA,762,"4,084.02",$219.09,DL,58.6,$248.20,FL,19.8,$156.42
ATL,LGB,1933,20.65,$273.92,DL,48.4,$286.52,US,47.9,$257.36
ATL,MDW,591,"1,443.59",$155.39,FL,42.0,$124.07,FL,42.0,$124.07
ATL,MHT,952,147.17,$236.35,DL,65.5,$244.37,US,15.4,$211.31
ATL,MIA,594,"1,080.43",$184.32,DL,60.0,$197.04,AA,36.2,$162.55
ATL,OAK,2130,113.37,$290.44,WN,52.2,$271.23,WN,52.2,$271.23
ATL,ONT,1900,158.59,$270.48,WN,31.0,$258.45,AA,18.0,$240.78
ATL,ORD,606,"1,487.07",$235.29,DL,54.3,$230.25,DL,54.3,$230.25
ATL,ORF,516,479.46,$168.56,DL,57.9,$164.26,DL,57.9,$164.26
ATL,PHF,508,97.07,$176.17,DL,87.4,$175.17,DL,87.4,$175.17
ATL,PVD,903,241.74,$245.01,DL,68.3,$257.05,US,18.0,$215.57
ATL,SFO,2139,"1,439.57",$325.53,DL,65.1,$354.41,FL,10.7,$226.54
ATL,SJC,2116,192.83,$309.72,DL,39.9,$366.19,WN,30.9,$257.03
ATL,SNA,1919,396.41,$319.44,DL,67.5,$344.74,WN,10.1,$242.38
ATL,SWF,783,20.54,$220.02,DL,51.3,$202.89,DL,51.3,$202.89
ATL,TPA,406,"1,478.91",$163.97,FL,52.7,$124.38,FL,52.7,$124.38
ATW,BOS,891,12.83,$346.10,DL,57.6,$351.81,UA,39.8,$341.28
ATW,BUR,1732,0.33,$265.59,DL,66.7,$217.50,DL,66.7,$217.50
ATW,BWI,705,8.80,$287.00,DL,59.3,$288.80,UA,38.3,$286.58
ATW,DCA,701,13.37,$244.54,DL,50.4,$236.84,DL,50.4,$236.84
ATW,EWR,772,15.22,$330.21,UA,60.0,$330.37,UA,60.0,$330.37
ATW,FLL,1338,12.28,$277.06,DL,81.4,$282.60,UA,16.8,$259.37
ATW,HOU,1074,1.30,$306.17,DL,83.3,$293.84,DL,83.3,$293.84
ATW,HPN,785,2.72,$356.02,DL,64.0,$341.61,DL,64.0,$341.61
ATW,IAD,679,7.17,$264.20,UA,72.7,$264.70,UA,72.7,$264.70
ATW,IAH,1053,25.76,$269.04,UA,73.4,$271.25,DL,24.5,$246.75
ATW,ISP,821,0.11,$242.00,,0.0,$0.00,,0.0,"$9,999.00"
ATW,JFK,792,0.87,$384.74,DL,37.5,$484.19,UA,25.0,$332.50
ATW,LAX,1744,16.85,$378.48,UA,48.4,$361.90,UA,48.4,$361.90
ATW,LGA,784,20.11,$307.18,DL,50.8,$319.24,UA,44.9,$290.83
ATW,LGB,1737,0.22,$261.50,US,100.0,$261.50,US,100.0,$261.50
ATW,MHT,860,3.48,$376.30,DL,71.9,$372.95,DL,71.9,$372.95
ATW,MIA,1354,4.78,$300.44,DL,79.6,$294.52,DL,79.6,$294.52
ATW,OAK,1805,0.11,$536.00,DL,100.0,$536.00,DL,100.0,$536.00
ATW,ONT,1701,2.07,$417.04,US,31.6,$425.64,DL,21.1,$326.09
ATW,PVD,882,4.57,$319.55,DL,50.0,$323.65,UA,33.3,$279.79
ATW,SFO,1816,20.76,$330.07,DL,60.7,$344.33,UA,36.7,$303.51
ATW,SJC,1801,2.72,$394.04,DL,60.0,$363.33,US,24.0,$337.30
ATW,SNA,1729,13.70,$308.11,UA,53.2,$266.79,UA,53.2,$266.79
ATW,SWF,755,0.76,$249.43,DL,100.0,$249.43,DL,100.0,$249.43
ATW,TPA,1171,19.57,$276.09,DL,62.8,$275.99,DL,62.8,$275.99
AUS,AVL,950,17.28,$271.55,DL,61.0,$260.76,DL,61.0,$260.76
AUS,AVP,1446,10.00,$296.89,US,51.1,$336.44,DL,18.5,$245.29
AUS,BDL,1607,138.04,$239.03,AA,30.6,$198.00,AA,30.6,$198.00
AUS,BFL,1293,11.74,$282.92,UA,57.4,$279.60,UA,57.4,$279.60
AUS,BHM,682,68.80,$277.17,WN,58.0,$278.08,AA,11.7,$262.97
AUS,BIL,1227,15.00,$304.69,UA,60.1,$290.13,UA,60.1,$290.13
AUS,BKG,507,11.41,$206.83,WN,100.0,$206.83,WN,100.0,$206.83
AUS,BMI,863,14.24,$270.96,AA,74.8,$269.84,AA,74.8,$269.84
AUS,BNA,756,320.87,$201.71,WN,73.9,$208.43,AA,14.2,$167.93
AUS,BOI,1375,49.89,$266.91,WN,39.7,$259.48,DL,22.0,$251.91
AUS,BOS,1698,565.54,$236.64,B6,32.0,$266.58,AA,23.3,$215.47
AUS,BTR,390,24.13,$244.79,AA,52.3,$212.01,AA,52.3,$212.01
AUS,BTV,1660,26.52,$266.08,UA,45.5,$244.75,UA,45.5,$244.75
AUS,BUF,1366,71.20,$225.08,WN,39.7,$219.01,UA,15.3,$207.16
AUS,BUR,1241,41.52,$299.99,WN,80.6,$303.82,US,12.8,$270.25
AUS,BWI,1342,446.30,$237.42,WN,72.8,$241.24,AA,10.1,$199.25
AUS,BZN,1299,18.15,$265.56,F9,43.1,$208.33,F9,43.1,$208.33
AUS,CAE,1003,24.46,$262.40,DL,65.8,$256.46,DL,65.8,$256.46
AUS,CAK,1172,17.72,$257.64,DL,44.2,$257.91,FL,22.7,$232.57
AUS,CHA,799,10.33,$285.88,DL,56.8,$296.75,US,10.5,$231.63
AUS,CHO,1226,17.17,$233.03,US,38.6,$271.74,UA,24.1,$188.18
AUS,CHS,1055,73.26,$222.79,DL,45.0,$215.71,DL,45.0,$215.71
AUS,CID,872,30.65,$245.52,AA,80.5,$235.43,AA,80.5,$235.43
AUS,CLE,1174,103.37,$323.58,UA,53.7,$355.14,WN,22.1,$237.48
AUS,CLT,1032,226.85,$240.58,US,48.1,$281.08,DL,14.9,$186.77
