city1,city2,dist,vol,avg_fare,largest_carrier,mkt_share,avg_fare_largest_carrier,lowest_fare_carrier,mkt_share_lowest_fare,avg_fare_lowest_carrier
BOS,VPS,1187,25.76,$268.09,DL,47.7,$287.10,US,45.6,$250.15
BOS,XNA,1312,44.78,$297.52,AA,42.2,$264.21,AA,42.2,$264.21
BRO,BWI,1511,2.28,$302.36,AA,61.9,$266.35,AA,61.9,$266.35
BRO,DCA,1483,7.50,$350.53,UA,75.4,$357.78,AA,24.6,$328.37
BRO,EWR,1679,8.59,$398.41,UA,77.2,$416.58,AA,17.7,$342.32
BRO,FLL,1074,5.54,$335.21,UA,64.7,$336.04,UA,64.7,$336.04
BRO,HOU,289,0.11,$363.30,AA,100.0,$363.30,AA,100.0,$363.30
BRO,IAD,1467,4.78,$350.51,UA,54.6,$365.57,AA,43.2,$337.31
BRO,IAH,308,31.52,$185.58,UA,99.7,$185.65,UA,99.7,$185.65
BRO,JFK,1695,0.65,$382.67,AA,50.0,$403.22,AA,50.0,$403.22
BRO,LAX,1372,11.09,$315.41,UA,68.6,$281.33,UA,68.6,$281.33
BRO,LGA,1695,13.15,$326.28,UA,60.3,$346.58,AA,36.4,$294.99
BRO,MIA,1067,6.20,$369.04,AA,52.6,$394.04,UA,38.6,$333.32
BRO,ONT,1330,1.30,$407.25,UA,50.0,$268.00,UA,50.0,$268.00
BRO,ORD,1233,14.78,$292.29,UA,66.9,$304.52,AA,32.4,$268.61
BRO,SNA,1336,3.37,$313.37,AA,51.6,$320.34,UA,45.2,$288.04
BRO,SWF,1711,0.11,$298.00,,0.0,$0.00,,0.0,"$9,999.00"
BTR,BWI,1014,33.48,$262.62,DL,50.3,$230.49,DL,50.3,$230.49
BTR,DCA,985,70.76,$218.98,DL,44.7,$224.01,UA,30.7,$178.41
BTR,EWR,1182,28.15,$278.05,DL,39.8,$271.59,UA,39.0,$259.08
BTR,FLL,737,18.04,$229.82,DL,58.4,$215.23,DL,58.4,$215.23
BTR,HOU,255,0.33,$238.50,AA,100.0,$238.50,AA,100.0,$238.50
BTR,HPN,1216,2.93,$313.45,DL,81.5,$319.53,DL,81.5,$319.53
BTR,IAD,969,21.96,$233.31,DL,39.6,$208.57,DL,39.6,$208.57
BTR,IAH,253,55.43,$429.32,UA,98.0,$432.49,UA,98.0,$432.49
BTR,ISP,1234,0.22,$537.50,US,100.0,$537.50,US,100.0,$537.50
BTR,JFK,1197,6.41,$318.02,DL,55.9,$304.68,DL,55.9,$304.68
BTR,LAX,1609,49.89,$297.22,UA,53.4,$305.04,AA,39.9,$275.80
BTR,LGA,1198,36.30,$272.16,DL,44.6,$297.88,AA,14.1,$225.41
BTR,LGB,1594,0.54,$298.60,US,20.0,$395.00,US,20.0,$395.00
BTR,MDW,799,5.43,$241.37,DL,98.0,$240.74,DL,98.0,$240.74
BTR,MIA,738,7.93,$240.35,DL,65.8,$224.17,DL,65.8,$224.17
BTR,OAK,1839,1.41,$517.69,DL,53.9,$350.57,DL,53.9,$350.57
BTR,ONT,1563,6.52,$319.55,AA,56.7,$295.30,AA,56.7,$295.30
BTR,ORD,810,47.07,$255.62,UA,38.8,$242.45,UA,38.8,$242.45
BTR,ORF,965,10.22,$269.00,DL,61.7,$270.78,DL,61.7,$270.78
BTR,PHF,956,4.57,$333.84,DL,78.6,$338.55,US,21.4,$316.60
BTR,SFO,1847,44.57,$299.31,UA,53.7,$302.85,AA,31.5,$283.71
BTR,SJC,1821,5.87,$319.30,AA,51.9,$279.97,AA,51.9,$279.97
BTR,SNA,1577,20.00,$277.76,UA,51.1,$283.89,AA,43.5,$271.56
BTR,SWF,1214,0.76,$312.29,US,71.4,$254.80,US,71.4,$254.80
BTR,TPA,549,16.74,$230.10,DL,60.4,$235.74,UA,22.7,$210.17
BTV,BUR,2489,3.59,$340.34,B6,63.6,$369.18,UA,12.1,$171.71
BTV,BWI,408,10.43,$302.94,US,78.1,$305.54,UA,18.8,$289.96
BTV,DCA,437,225.87,$184.15,US,96.6,$181.33,US,96.6,$181.33
BTV,EWR,266,42.28,$249.20,UA,96.7,$248.62,UA,96.7,$248.62
BTV,FLL,1327,84.78,$212.99,B6,31.4,$223.41,UA,23.1,$173.05
BTV,HOU,1585,1.52,$268.64,DL,50.0,$246.68,DL,50.0,$246.68
BTV,HPN,237,0.11,$73.56,,0.0,$0.00,,0.0,"$9,999.00"
BTV,IAD,441,43.59,$218.55,UA,83.8,$219.58,B6,11.7,$204.90
BTV,IAH,1570,46.85,$238.23,UA,73.3,$234.57,UA,73.3,$234.57
BTV,ISP,254,0.43,$189.09,US,100.0,$189.09,US,100.0,$189.09
BTV,JFK,266,251.63,$139.48,B6,99.9,$139.32,B6,99.9,$139.32
BTV,LAX,2500,71.09,$346.81,UA,47.6,$313.22,UA,47.6,$313.22
BTV,LGA,258,98.70,$151.49,DL,96.8,$148.66,DL,96.8,$148.66
BTV,LGB,2492,5.11,$289.57,B6,95.7,$291.24,B6,95.7,$291.24
BTV,MDW,760,0.43,$348.00,DL,100.0,$348.00,DL,100.0,$348.00
BTV,MIA,1348,14.13,$325.11,DL,41.5,$262.23,DL,41.5,$262.23
BTV,OAK,2564,7.17,$315.88,B6,80.3,$310.34,B6,80.3,$310.34
BTV,ONT,2456,1.52,$418.93,US,50.0,$491.14,UA,42.9,$373.77
BTV,ORD,763,114.89,$281.43,UA,71.0,$291.07,US,22.3,$248.93
BTV,ORF,547,14.57,$287.17,US,76.9,$297.13,UA,11.9,$240.13
BTV,PHF,536,2.07,$225.93,US,100.0,$225.93,US,100.0,$225.93
BTV,SFO,2575,87.28,$313.52,UA,56.5,$301.37,UA,56.5,$301.37
BTV,SJC,2561,6.41,$338.63,B6,54.2,$319.10,DL,15.3,$265.67
BTV,SNA,2483,7.17,$451.67,UA,80.3,$464.48,UA,80.3,$464.48
BTV,TPA,1250,88.04,$198.02,B6,32.8,$191.98,UA,19.1,$179.98
BUF,BUR,2207,23.04,$270.01,WN,88.7,$275.26,WN,88.7,$275.26
BUF,BWI,281,431.09,$129.55,WN,98.1,$129.24,WN,98.1,$129.24
BUF,DCA,296,176.63,$147.27,US,96.7,$145.92,US,96.7,$145.92
BUF,EWR,282,144.24,$220.48,UA,96.6,$219.59,UA,96.6,$219.59
BUF,FLL,1165,520.11,$188.56,WN,50.0,$177.71,WN,50.0,$177.71
BUF,HOU,1297,79.13,$220.95,WN,78.2,$226.39,DL,14.3,$207.06
BUF,HPN,289,0.98,$394.91,US,77.8,$384.70,US,77.8,$384.70
BUF,IAD,283,51.63,$190.98,UA,87.2,$193.59,UA,87.2,$193.59
BUF,IAH,1281,153.04,$233.08,UA,56.8,$224.15,UA,56.8,$224.15
BUF,ISP,326,18.59,$149.07,WN,90.1,$143.69,WN,90.1,$143.69
BUF,JFK,301,"1,125.11",$131.85,B6,83.2,$133.42,DL,15.1,$123.91
BUF,LAX,2218,237.72,$265.29,WN,29.3,$246.22,UA,27.4,$237.66
BUF,LGA,292,401.09,$140.96,DL,94.8,$140.24,DL,94.8,$140.24
BUF,LGB,2209,6.20,$295.52,B6,87.7,$299.38,B6,87.7,$299.38
BUF,MDW,468,230.65,$145.55,WN,98.8,$144.95,WN,98.8,$144.95
BUF,MIA,1185,63.91,$220.38,DL,42.2,$223.52,US,37.4,$217.40
BUF,OAK,2299,34.78,$257.89,WN,89.1,$244.69,WN,89.1,$244.69
BUF,ONT,2173,27.07,$286.23,WN,92.4,$283.54,WN,92.4,$283.54
BUF,ORD,473,330.54,$178.87,UA,56.4,$185.78,AA,35.7,$166.14
BUF,ORF,438,40.22,$187.95,WN,53.2,$184.50,WN,53.2,$184.50
BUF,PHF,418,3.37,$249.29,US,100.0,$249.29,US,100.0,$249.29
BUF,SFO,2309,211.52,$239.74,UA,38.1,$225.65,UA,38.1,$225.65
BUF,SJC,2294,39.89,$258.84,WN,57.8,$250.85,DL,13.4,$239.58
BUF,SNA,2199,41.52,$320.93,WN,34.0,$294.33,WN,34.0,$294.33
BUF,SWF,257,2.17,$190.15,US,100.0,$190.15,US,100.0,$190.15
BUF,TPA,1053,543.59,$170.80,WN,68.5,$167.24,DL,11.2,$164.79
BUR,CVG,1891,1.85,$406.94,DL,76.5,$404.85,DL,76.5,$404.85
BUR,LAN,1909,0.11,$206.00,UA,100.0,$206.00,UA,100.0,$206.00
BUR,LAW,1138,0.22,$370.50,,0.0,$0.00,,0.0,"$9,999.00"
BUR,LBB,950,8.15,$289.85,WN,90.7,$290.06,WN,90.7,$290.06
BUR,LEX,1896,0.22,$368.85,DL,50.0,$366.00,DL,50.0,$366.00
BUR,LFT,1565,0.11,$543.97,UA,100.0,$543.97,UA,100.0,$543.97
BUR,LIT,1488,10.87,$273.98,WN,99.0,$275.04,WN,99.0,$275.04
BUR,LNK,1268,1.20,$327.18,UA,90.9,$317.09,UA,90.9,$317.09
BUR,LRD,1210,0.22,$258.50,,0.0,$0.00,,0.0,"$9,999.00"
BUR,LSE,1594,0.22,"$1,114.00",DL,100.0,"$1,114.00",DL,100.0,"$1,114.00"
BUR,LWS,843,1.41,$264.38,DL,53.9,$324.45,AS,46.2,$194.30
BUR,LYH,2195,0.65,$424.03,US,100.0,$424.03,US,100.0,$424.03
BUR,MAF,949,8.26,$337.14,WN,96.1,$336.36,WN,96.1,$336.36
BUR,MBS,1941,0.22,$283.50,UA,100.0,$283.50,UA,100.0,$283.50
BUR,MCI,1354,36.20,$263.41,WN,78.1,$261.06,WN,78.1,$261.06
BUR,MEM,1613,3.91,$298.43,DL,63.9,$305.21,UA,16.7,$266.21
BUR,MFR,615,9.67,$216.09,AS,56.2,$218.46,UA,38.2,$201.49
BUR,MGM,1848,0.22,$553.50,US,50.0,$556.78,US,50.0,$556.78
BUR,MKE,1745,18.59,$254.63,WN,86.6,$241.60,WN,86.6,$241.60
BUR,MLI,1595,2.17,$267.48,UA,75.0,$260.13,UA,75.0,$260.13
BUR,MMH,238,0.22,$288.50,UA,100.0,$288.50,UA,100.0,$288.50
BUR,MOT,1310,0.22,$543.00,DL,100.0,$543.00,DL,100.0,$543.00
BUR,MRY,256,0.98,$198.57,UA,88.9,$191.14,UA,88.9,$191.14
BUR,MSN,1676,3.15,$309.91,UA,79.3,$310.11,UA,79.3,$310.11
BUR,MSO,905,9.57,$241.33,AS,59.1,$227.33,UA,10.2,$192.28
BUR,MSY,1668,17.39,$285.32,WN,93.1,$284.86,WN,93.1,$284.86
BUR,MTJ,654,0.11,$257.03,UA,100.0,$257.03,UA,100.0,$257.03
BUR,OAJ,2309,0.11,$588.00,US,100.0,$588.00,US,100.0,$588.00
BUR,OKC,1181,25.76,$286.12,WN,89.9,$286.74,WN,89.9,$286.74
BUR,OMA,1319,33.37,$267.23,WN,74.9,$260.17,WN,74.9,$260.17
BUR,ORF,2363,2.17,$365.16,WN,60.0,$347.43,WN,60.0,$347.43
BUR,PBI,2328,1.41,$285.65,WN,30.8,$322.28,UA,15.4,$140.00
BUR,PDX,817,428.37,$162.45,AS,56.7,$169.36,WN,38.1,$151.84
BUR,PGV,2312,0.43,$369.25,US,100.0,$369.25,US,100.0,$369.25
BUR,PHF,2345,0.22,$312.50,UA,50.0,$312.50,UA,50.0,$312.50
BUR,PHL,2392,30.54,$298.92,WN,51.3,$279.46,WN,51.3,$279.46
BUR,PIA,1630,1.09,$282.30,UA,80.0,$266.50,UA,80.0,$266.50
BUR,PNS,1834,0.22,$225.69,UA,50.0,$235.00,UA,50.0,$235.00
BUR,PSC,833,11.85,$196.62,AS,67.9,$210.67,UA,16.5,$163.81
BUR,PUW,868,1.74,$268.87,AS,100.0,$268.87,AS,100.0,$268.87
BUR,PWM,2631,3.48,$237.40,B6,71.9,$234.77,UA,18.8,$166.83
BUR,RAP,1063,3.26,$287.13,UA,76.7,$283.81,UA,76.7,$283.81
BUR,RDD,486,0.22,$180.00,UA,100.0,$180.00,UA,100.0,$180.00
BUR,RDM,709,13.26,$204.00,AS,78.7,$204.00,UA,15.6,$197.23
BUR,RDU,2231,16.63,$282.20,WN,80.4,$292.98,UA,13.1,$211.29
BUR,RIC,2297,0.87,$331.17,UA,37.5,$232.57,UA,37.5,$232.57
BUR,RNO,374,44.35,$189.83,WN,91.4,$191.61,WN,91.4,$191.61
BUR,ROA,2153,1.09,$302.47,UA,40.0,$207.50,DL,20.0,$171.00
BUR,ROC,2261,4.02,$304.61,B6,59.5,$264.41,B6,59.5,$264.41
BUR,SAF,703,0.43,$193.50,UA,100.0,$193.50,UA,100.0,$193.50
BUR,SAT,1211,28.37,$294.88,WN,70.5,$279.35,WN,70.5,$279.35
BUR,SAV,2147,0.76,$494.71,US,71.4,$520.20,UA,14.3,$386.74
BUR,SBN,1813,0.43,$248.50,UA,50.0,$221.50,UA,50.0,$221.50
BUR,SBY,2388,0.22,$932.50,US,50.0,$935.66,US,50.0,$935.66
BUR,SCE,2251,0.22,$330.49,UA,100.0,$330.49,UA,100.0,$330.49
BUR,SDF,1834,21.09,$322.25,WN,93.8,$318.53,WN,93.8,$318.53
BUR,SGF,1415,0.98,$375.22,UA,66.7,$336.76,UA,66.7,$336.76
BUR,SLC,574,150.87,$194.36,DL,65.4,$199.08,WN,29.6,$184.22
BUR,SMF,358,"1,041.96",$152.81,WN,99.4,$152.78,WN,99.4,$152.78
BUR,SPI,1625,0.22,$352.00,UA,100.0,$352.00,UA,100.0,$352.00
BUR,SPS,1137,0.11,$415.00,,0.0,$0.00,,0.0,"$9,999.00"
BUR,SUN,678,1.41,$316.62,DL,100.0,$316.62,DL,100.0,$316.62
BUR,SYR,2340,5.65,$304.50,B6,65.4,$336.50,UA,11.5,$192.17
BUR,TLH,1998,0.43,$536.25,US,100.0,$536.25,US,100.0,$536.25
BUR,TPA,2155,28.59,$325.76,WN,69.2,$317.98,WN,69.2,$317.98
BUR,TRI,2025,0.98,$335.56,DL,66.7,$339.83,DL,66.7,$339.83
BUR,TUL,1276,27.50,$283.57,WN,91.7,$286.67,WN,91.7,$286.67
BUR,TVC,1881,0.43,$796.51,DL,50.0,"$1,312.50",UA,50.0,$280.51
BUR,TYR,1332,0.11,$213.00,,0.0,$0.00,,0.0,"$9,999.00"
BUR,TYS,1942,0.33,$579.31,DL,66.7,$662.46,US,33.3,$413.00
BUR,YKM,861,3.26,$304.93,AS,93.3,$307.93,AS,93.3,$307.93
BUR,YUM,242,0.54,$143.40,US,100.0,$143.40,US,100.0,$143.40
BWI,BUR,2320,37.39,$303.64,WN,82.6,$298.18,WN,82.6,$298.18
BWI,CAE,438,38.70,$282.51,US,63.2,$270.70,US,63.2,$270.70
BWI,CHA,551,22.50,$201.14,DL,51.7,$202.59,US,47.3,$200.76
BWI,CHS,472,376.41,$162.39,WN,86.6,$159.02,WN,86.6,$159.02
BWI,CID,813,25.22,$279.53,DL,40.5,$302.02,AA,18.1,$267.76
BWI,CLD,2289,3.48,$288.22,UA,93.8,$294.07,UA,93.8,$294.07
BWI,CLL,1262,9.57,$201.27,AA,77.3,$209.54,UA,18.2,$160.47
BWI,CLT,361,866.09,$144.96,US,71.0,$145.89,WN,18.7,$135.00
BWI,CMH,337,433.91,$143.39,WN,91.7,$143.25,WN,91.7,$143.25
BWI,CMI,622,5.87,$264.96,AA,92.6,$271.33,AA,92.6,$271.33
BWI,CPR,1569,2.17,$300.30,UA,65.0,$312.10,DL,30.0,$270.17
BWI,CRP,1432,18.59,$275.53,WN,59.1,$250.46,WN,59.1,$250.46
BWI,CRW,272,2.28,$456.27,US,95.2,$457.89,US,95.2,$457.89
BWI,CSG,652,7.39,$293.47,DL,97.1,$297.28,DL,97.1,$297.28
BWI,CVG,430,111.85,$230.84,DL,72.1,$245.28,US,24.7,$181.45
BWI,DAB,733,32.28,$192.18,DL,66.0,$185.78,DL,66.0,$185.78
BWI,DAY,406,305.98,$154.09,FL,95.8,$151.38,FL,95.8,$151.38
BWI,DBQ,768,1.74,$261.38,AA,100.0,$261.38,AA,100.0,$261.38
BWI,DHN,734,4.13,$354.67,DL,100.0,$354.67,DL,100.0,$354.67
BWI,DLH,945,4.24,$380.05,DL,56.4,$367.04,DL,56.4,$367.04
BWI,DSM,910,41.52,$245.51,DL,43.5,$248.28,WN,21.7,$210.01
BWI,DTW,409,991.30,$152.90,DL,58.5,$156.79,WN,38.4,$144.30
BWI,ECP,798,169.67,$180.31,WN,88.7,$178.92,WN,88.7,$178.92
BWI,EGE,1611,3.48,$455.73,UA,43.8,$523.94,AA,37.5,$377.27
BWI,ERI,272,4.24,$183.55,UA,48.7,$152.14,UA,48.7,$152.14
BWI,EUG,2401,8.48,$331.81,UA,51.3,$325.23,UA,51.3,$325.23
BWI,EVV,593,7.83,$228.11,DL,90.3,$218.06,DL,90.3,$218.06
BWI,EWR,169,24.89,$251.14,UA,97.4,$250.80,UA,97.4,$250.80
BWI,EYW,1050,62.39,$257.39,WN,62.4,$233.77,WN,62.4,$233.77
BWI,FAR,1147,18.37,$320.70,DL,72.2,$338.93,UA,12.4,$269.91
BWI,FAT,2334,23.70,$314.81,UA,37.6,$290.73,DL,14.2,$263.75
BWI,FAY,313,5.98,$422.63,US,92.7,$426.42,US,92.7,$426.42
BWI,FCA,1962,5.00,$378.61,DL,65.2,$404.41,UA,28.3,$326.69
BWI,FLL,925,"2,187.28",$143.50,FL,49.2,$145.30,NK,13.9,$95.77
BWI,FNT,452,157.28,$108.51,WN,93.9,$106.07,WN,93.9,$106.07
BWI,FSD,1084,18.48,$282.38,DL,67.7,$266.73,DL,67.7,$266.73
BWI,FSM,1009,6.09,$275.20,DL,64.3,$257.03,DL,64.3,$257.03
BWI,FWA,469,9.57,$346.39,DL,78.4,$345.00,DL,78.4,$345.00
BWI,GEG,2111,34.46,$295.27,WN,41.3,$276.98,UA,15.5,$252.40
BWI,GFK,1189,4.67,$360.06,DL,95.4,$362.21,DL,95.4,$362.21
BWI,GJT,1702,5.65,$312.47,UA,61.5,$328.69,AA,25.0,$300.43
BWI,GNV,728,18.59,$248.47,US,55.6,$230.24,US,55.6,$230.24
BWI,GPT,927,48.59,$205.29,DL,62.0,$203.59,DL,62.0,$203.59
BWI,GRB,695,14.24,$269.18,DL,68.7,$282.70,UA,22.1,$242.83
BWI,GRK,1318,40.65,$269.27,AA,58.8,$242.06,AA,58.8,$242.06
BWI,GRR,528,209.78,$161.52,WN,83.9,$156.38,WN,83.9,$156.38
BWI,GSO,278,13.91,$265.10,US,95.3,$264.94,US,95.3,$264.94
BWI,GSP,426,171.41,$144.15,WN,76.5,$134.76,WN,76.5,$134.76
BWI,GTF,1823,4.78,$403.92,DL,54.6,$468.84,UA,38.6,$331.59
BWI,GTR,773,4.13,$236.53,DL,97.4,$238.06,DL,97.4,$238.06
BWI,HDN,1619,3.15,$351.82,UA,75.9,$374.34,DL,10.3,$307.08
BWI,HHH,530,3.59,$314.61,US,90.9,$309.27,US,90.9,$309.27
BWI,HLN,1847,3.15,$405.39,DL,62.1,$399.04,DL,62.1,$399.04
BWI,HOU,1246,509.13,$232.96,WN,97.1,$232.87,WN,97.1,$232.87
BWI,HPN,204,2.28,$302.43,US,100.0,$302.43,US,100.0,$302.43
BWI,HRL,1507,14.46,$284.15,WN,78.2,$279.47,WN,78.2,$279.47
BWI,IAH,1235,319.89,$272.84,UA,68.7,$279.44,US,19.8,$267.51
BWI,ICT,1129,43.70,$223.96,WN,40.8,$211.24,WN,40.8,$211.24
BWI,IDA,1851,5.22,$435.76,DL,62.5,$406.59,DL,62.5,$406.59
BWI,ILM,345,9.78,$344.97,US,96.7,$347.57,US,96.7,$347.57
BWI,IND,516,380.22,$189.24,WN,77.1,$190.68,WN,77.1,$190.68
BWI,ISP,220,221.20,$156.22,WN,99.9,$156.03,WN,99.9,$156.03
BWI,ITH,229,3.48,$293.59,US,59.4,$289.37,US,59.4,$289.37
BWI,JAC,1784,10.22,$379.66,UA,50.0,$416.78,DL,46.8,$340.67
BWI,JAN,888,62.50,$200.93,DL,37.2,$205.52,US,29.4,$191.73
BWI,JAX,663,439.24,$197.70,WN,78.7,$193.61,WN,78.7,$193.61
BWI,JFK,184,46.20,$249.78,DL,76.9,$249.13,DL,76.9,$249.13
BWI,LAN,483,12.39,$197.89,DL,83.3,$203.07,UA,14.0,$171.27
BWI,LAS,2106,"1,355.76",$181.22,WN,48.6,$207.82,NK,16.8,$112.28
BWI,LAW,1243,6.63,$236.08,AA,96.7,$228.78,AA,96.7,$228.78
BWI,LAX,2329,843.59,$276.64,WN,38.0,$276.49,US,18.2,$257.10
BWI,LBB,1447,19.57,$295.74,AA,42.2,$299.32,WN,41.7,$290.39
BWI,LCH,1128,7.39,$275.32,AA,55.9,$237.70,AA,55.9,$237.70
BWI,LEX,437,21.09,$261.71,US,47.4,$275.40,DL,46.9,$250.15
BWI,LFT,1067,9.02,$246.05,DL,81.9,$239.35,DL,81.9,$239.35
BWI,LGA,185,5.98,$227.71,US,96.4,$232.27,US,96.4,$232.27
BWI,LGB,2318,10.98,$284.03,US,45.5,$314.26,B6,23.8,$221.13
BWI,LIT,912,110.33,$207.92,WN,69.0,$209.92,WN,69.0,$209.92
BWI,LNK,1070,5.11,$286.72,UA,53.2,$273.32,UA,53.2,$273.32
BWI,LRD,1536,4.57,$269.72,AA,61.9,$254.41,AA,61.9,$254.41
BWI,LSE,822,3.80,$332.15,DL,54.3,$336.15,AA,37.1,$317.45
BWI,MAF,1516,12.83,$319.84,WN,53.4,$305.05,WN,53.4,$305.05
BWI,MBS,489,6.20,$145.55,DL,89.5,$140.53,DL,89.5,$140.53
BWI,MCI,967,475.22,$211.62,WN,56.8,$206.83,WN,56.8,$206.83
BWI,MCO,787,"1,903.37",$157.14,WN,55.5,$168.53,FL,38.0,$134.98
BWI,MDW,611,743.59,$212.44,WN,98.5,$212.04,WN,98.5,$212.04
BWI,MEM,787,328.91,$145.13,DL,38.7,$140.36,FL,16.2,$124.38
BWI,MFE,1537,9.13,$299.64,AA,60.7,$294.73,AA,60.7,$294.73
BWI,MFR,2404,5.76,$370.93,DL,66.0,$358.38,DL,66.0,$358.38
BWI,MGM,723,18.04,$266.92,DL,45.2,$281.80,US,45.2,$240.65
BWI,MHK,1072,3.70,$389.56,AA,100.0,$389.56,AA,100.0,$389.56
BWI,MIA,946,394.13,$173.62,AA,77.8,$170.20,AA,77.8,$170.20
BWI,MKE,641,361.96,$162.38,WN,86.8,$159.92,WN,86.8,$159.92
BWI,MLB,797,30.98,$209.86,DL,81.1,$205.23,DL,81.1,$205.23
BWI,MLI,747,18.15,$273.80,DL,55.7,$266.03,DL,55.7,$266.03
BWI,MLU,976,8.80,$240.52,DL,76.5,$252.97,AA,18.5,$198.51
BWI,MOT,1374,7.61,$406.77,DL,97.1,$411.45,DL,97.1,$411.45
BWI,MRY,2450,5.76,$387.87,UA,49.1,$320.19,UA,49.1,$320.19
BWI,MSN,714,18.80,$320.23,DL,56.1,$340.04,UA,37.0,$291.02
BWI,MSO,1948,16.52,$335.60,DL,70.4,$336.29,UA,26.3,$332.11
BWI,MSP,936,551.74,$222.84,DL,57.3,$250.60,WN,26.3,$174.09
BWI,MSY,998,581.85,$207.47,WN,72.8,$208.30,DL,10.3,$206.02
BWI,MTJ,1677,3.04,$395.98,UA,100.0,$395.98,UA,100.0,$395.98
BWI,MYR,399,21.20,$133.41,NK,71.8,$62.87,NK,71.8,$62.87
BWI,OAJ,304,4.02,$273.02,US,97.3,$269.42,US,97.3,$269.42
BWI,OAK,2447,99.24,$295.22,WN,78.0,$296.57,US,10.5,$269.51
BWI,OKC,1180,190.43,$231.12,WN,64.6,$235.14,DL,18.4,$214.71
BWI,OMA,1025,66.74,$252.29,WN,54.7,$238.73,WN,54.7,$238.73
BWI,ONT,2283,91.96,$273.33,WN,46.3,$273.53,AA,14.3,$264.47
BWI,ORD,622,644.13,$213.15,UA,60.7,$217.60,AA,25.1,$205.18
BWI,ORF,159,105.11,$156.90,WN,99.0,$156.56,WN,99.0,$156.56
BWI,PBI,883,343.59,$202.73,WN,85.5,$202.17,WN,85.5,$202.17
BWI,PDX,2358,169.24,$269.79,WN,36.3,$263.74,UA,26.1,$254.44
BWI,PHF,141,0.33,$336.10,US,100.0,$336.10,US,100.0,$336.10
BWI,PHL,90,3.48,$181.44,US,100.0,$181.44,US,100.0,$181.44
BWI,PIA,699,14.46,$263.92,DL,54.1,$253.56,DL,54.1,$253.56
BWI,PNS,846,115.54,$192.72,DL,42.8,$190.70,WN,32.8,$182.17
BWI,PSC,2188,10.11,$365.71,DL,49.5,$366.98,DL,49.5,$366.98
BWI,PSP,2230,21.52,$327.95,AA,33.8,$302.66,AA,33.8,$302.66
BWI,PWM,452,175.43,$180.63,WN,95.7,$177.60,WN,95.7,$177.60
BWI,RAP,1401,7.28,$340.67,DL,61.2,$325.00,DL,61.2,$325.00
BWI,RDM,2298,3.70,$407.79,DL,52.9,$456.07,UA,26.5,$366.67
BWI,RDU,255,537.39,$154.14,WN,77.0,$155.97,DL,22.2,$143.44
BWI,RNO,2286,55.76,$324.63,WN,59.8,$324.13,DL,14.6,$300.51
BWI,ROC,277,149.57,$136.91,WN,95.4,$134.28,WN,95.4,$134.28
BWI,RST,882,6.20,$285.54,DL,63.2,$289.83,AA,35.1,$275.39
BWI,RSW,919,582.93,$184.38,FL,63.7,$169.66,FL,63.7,$169.66
BWI,SAF,1630,2.83,$329.36,UA,65.4,$323.25,UA,65.4,$323.25
BWI,SAN,2295,586.74,$280.98,WN,63.0,$284.35,UA,10.0,$263.09
BWI,SAT,1407,531.74,$219.83,WN,64.7,$227.86,AA,10.5,$193.74
BWI,SAV,549,51.52,$268.97,DL,50.6,$254.64,DL,50.6,$254.64
BWI,SBA,2394,11.63,$298.89,UA,47.7,$267.38,UA,47.7,$267.38
BWI,SBN,538,16.74,$287.43,DL,61.0,$298.53,UA,35.1,$269.47
BWI,SBP,2417,7.93,$360.90,US,50.7,$444.99,UA,39.7,$267.16
BWI,SDF,495,389.24,$149.57,WN,90.1,$147.43,WN,90.1,$147.43
BWI,SFO,2457,571.85,$286.55,UA,42.4,$313.82,WN,20.8,$257.44
BWI,SGF,918,14.13,$260.53,DL,35.4,$285.87,UA,28.5,$218.58
BWI,SJC,2439,139.89,$272.49,WN,63.0,$264.12,WN,63.0,$264.12
BWI,SJT,1446,5.43,$264.92,AA,98.0,$267.30,AA,98.0,$267.30
BWI,SLC,1865,353.70,$266.74,DL,56.6,$268.75,DL,56.6,$268.75
BWI,SMF,2395,150.87,$306.82,WN,48.3,$291.72,WN,48.3,$291.72
BWI,SNA,2307,116.20,$281.70,WN,27.5,$287.76,UA,24.9,$249.10
BWI,SPI,696,4.46,$335.28,UA,75.6,$332.82,UA,75.6,$332.82
BWI,SRQ,880,20.33,$250.97,DL,51.9,$253.96,US,43.9,$248.67
BWI,STL,738,651.30,$183.26,WN,83.3,$185.47,WN,83.3,$185.47
BWI,SWF,210,0.87,$320.93,US,100.0,$320.93,US,100.0,$320.93
BWI,SYR,273,8.48,$301.05,US,73.1,$327.88,UA,25.6,$225.28
BWI,TLH,746,22.83,$295.61,DL,50.0,$281.44,DL,50.0,$281.44
BWI,TPA,842,"1,246.20",$152.51,WN,47.8,$168.96,FL,44.9,$129.17
BWI,TRI,365,5.98,$334.56,US,61.8,$324.89,US,61.8,$324.89
BWI,TUL,1071,51.74,$298.71,WN,33.0,$306.84,AA,25.6,$266.61
BWI,TVC,598,11.09,$218.50,DL,70.6,$210.85,DL,70.6,$210.85
BWI,TXK,1042,3.70,$266.10,AA,100.0,$266.10,AA,100.0,$266.10
BWI,TYR,1150,5.33,$237.82,AA,85.7,$227.12,AA,85.7,$227.12
BWI,TYS,464,36.52,$310.77,US,50.6,$330.21,DL,42.3,$290.20
