DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1/13/2013,18:00,BROOKLYN,11220,40.6452462,-74.0029981,"(40.6452462, -74.0029981)",45 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,157184,UNKNOWN,,,,
1/13/2013,18:00,MANHATTAN,10001,40.7515235,-73.9939473,"(40.7515235, -73.9939473)",8 AVENUE,WEST 33 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27909,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:00,MANHATTAN,10022,40.7589756,-73.9645027,"(40.7589756, -73.9645027)",EAST 57 STREET,QUEENSBORO BRIDGE APPROACH,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,33868,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,18:00,QUEENS,11377,40.7364409,-73.8959763,"(40.7364409, -73.8959763)",69 STREET,GARFIELD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,240832,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:03,,,,,,,,DRIVEWAY OF 132-04 CROSS BAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229566,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:05,MANHATTAN,10065,40.7648401,-73.9704958,"(40.7648401, -73.9704958)",MADISON AVENUE,EAST 61 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,47182,PASSENGER VEHICLE,TAXI,,,
1/13/2013,18:05,STATEN ISLAND,10314,40.6130061,-74.1587617,"(40.6130061, -74.1587617)",RICHMOND AVENUE,LANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296099,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,18:15,MANHATTAN,10003,40.7328483,-73.9959155,"(40.7328483, -73.9959155)",WEST 9 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10290,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:20,BROOKLYN,11201,40.6997037,-73.9804639,"(40.6997037, -73.9804639)",SANDS STREET,NAVY STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,188940,PASSENGER VEHICLE,,,,
1/13/2013,18:20,BROOKLYN,11230,40.6265698,-73.9709207,"(40.6265698, -73.9709207)",OCEAN PARKWAY,AVENUE I,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,131493,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,18:20,QUEENS,11426,40.7349846,-73.7192486,"(40.7349846, -73.7192486)",248 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,222092,PASSENGER VEHICLE,UNKNOWN,UNKNOWN,,
1/13/2013,18:30,BROOKLYN,11210,40.6359617,-73.952264,"(40.6359617, -73.952264)",FARRAGUT ROAD,KENILWORTH PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148994,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:30,BROOKLYN,11213,40.6670166,-73.9312914,"(40.6670166, -73.9312914)",UTICA AVENUE,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,153446,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:30,BROOKLYN,11233,40.6733913,-73.916771,"(40.6733913, -73.916771)",SARATOGA AVENUE,ST MARKS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,161161,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,18:30,MANHATTAN,10025,40.7953613,-73.9694168,"(40.7953613, -73.9694168)",WEST 98 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,58235,PASSENGER VEHICLE,,,,
1/13/2013,18:30,MANHATTAN,10039,40.8241843,-73.9372246,"(40.8241843, -73.9372246)",WEST 149 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,66880,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,18:40,QUEENS,11412,40.6889579,-73.7620421,"(40.6889579, -73.7620421)",FARMERS BOULEVARD,118 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269395,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,18:45,QUEENS,11427,40.7264305,-73.7508321,"(40.7264305, -73.7508321)",HILLSIDE AVENUE,VANDERVEER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222091,PASSENGER VEHICLE,OTHER,,,
1/13/2013,19:00,MANHATTAN,10036,40.7621841,-73.9936106,"(40.7621841, -73.9936106)",WEST 46 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,39976,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,19:10,MANHATTAN,10035,40.8027515,-73.933575,"(40.8027515, -73.933575)",EAST 125 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,60406,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:15,MANHATTAN,10003,40.7373303,-73.9926531,"(40.7373303, -73.9926531)",5 AVENUE,EAST 16 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,23023,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,19:15,MANHATTAN,10128,40.7810624,-73.9494193,"(40.7810624, -73.9494193)",2 AVENUE,EAST 91 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,47179,TAXI,PASSENGER VEHICLE,,,
1/13/2013,19:15,,,,,,,,2765 EAST 64 STREET(DRIVEWAY),0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127033,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:15,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2888777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:20,QUEENS,11004,40.7520753,-73.7210967,"(40.7520753, -73.7210967)",LITTLE NECK PARKWAY,252 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222095,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:22,QUEENS,11358,40.7577549,-73.7930302,"(40.7577549, -73.7930302)",NORTHERN BOULEVARD,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,260856,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,19:25,BROOKLYN,11238,40.682422,-73.9575344,"(40.682422, -73.9575344)",JEFFERSON AVENUE,CLAVER PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180385,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,19:25,,,,,,,,P/L OF 1821 RICHMOND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296105,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:30,BROOKLYN,11233,40.6778712,-73.9172882,"(40.6778712, -73.9172882)",HERKIMER STREET,LOUIS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,183212,BUS,PASSENGER VEHICLE,,,
1/13/2013,19:40,MANHATTAN,10019,40.7678891,-73.9815125,"(40.7678891, -73.9815125)",COLUMBUS CIRCLE,WEST 59 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,39978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,19:40,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,2833879,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,19:45,BROOKLYN,11229,40.6006387,-73.9399663,"(40.6006387, -73.9399663)",AVENUE U,BROWN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,117967,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,19:45,QUEENS,11423,40.7147104,-73.7546996,"(40.7147104, -73.7546996)",FRANCIS LEWIS BOULEVARD,94 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222096,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,1:00,BROOKLYN,11212,40.6617132,-73.9038134,"(40.6617132, -73.9038134)",CHRISTOPHER AVENUE,RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,161156,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,1:05,MANHATTAN,10022,40.7583292,-73.9689357,"(40.7583292, -73.9689357)",EAST 54 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33860,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,1:10,MANHATTAN,10009,40.7210251,-73.9810854,"(40.7210251, -73.9810854)",AVENUE C,EAST 2 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,14743,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,1:30,MANHATTAN,10003,40.7339213,-73.9927942,"(40.7339213, -73.9927942)",UNIVERSITY PLACE,EAST 12 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,10281,PASSENGER VEHICLE,TAXI,,,
1/13/2013,1:30,MANHATTAN,10034,40.8711945,-73.9140901,"(40.8711945, -73.9140901)",BROADWAY,WEST 218 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,70818,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,1:30,,,,,,NAGLE AVENUE,DYCKMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,70813,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,1:34,STATEN ISLAND,10301,40.6021368,-74.11487,"(40.6021368, -74.11487)",TODT HILL ROAD,OCEAN TERRACE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,296096,PASSENGER VEHICLE,,,,
1/13/2013,1:35,BRONX,10454,40.8058367,-73.9095653,"(40.8058367, -73.9095653)",BRUCKNER BOULEVARD,WALES AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,73685,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,1:50,BROOKLYN,11209,40.6214926,-74.0262133,"(40.6214926, -74.0262133)",5 AVENUE,86 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,142044,SPORT UTILITY / STATION WAGON,BUS,,,
1/13/2013,1:50,,,40.7997016,-73.9292835,"(40.7997016, -73.9292835)",,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,2864390,PASSENGER VEHICLE,,,,
1/13/2013,20:05,,,40.6663428,-73.8008026,"(40.6663428, -73.8008026)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3097009,PASSENGER VEHICLE,,,,
1/13/2013,20:07,MANHATTAN,10013,40.7200441,-73.999062,"(40.7200441, -73.999062)",LAFAYETTE STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,6628,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,20:09,BRONX,10462,40.8356261,-73.8520689,"(40.8356261, -73.8520689)",CASTLEHILL AVENUE,LYON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89622,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,20:15,QUEENS,11419,40.687708,-73.8258728,"(40.687708, -73.8258728)",118 STREET,103 AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,229573,OTHER,PASSENGER VEHICLE,,,
1/13/2013,20:37,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",UTICA AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,173508,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,20:45,BROOKLYN,11221,40.694305,-73.918512,"(40.694305, -73.918512)",LINDEN STREET,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185426,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,21:00,MANHATTAN,10001,40.7497063,-73.9915618,"(40.7497063, -73.9915618)",7 AVENUE,WEST 32 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27908,TAXI,TAXI,,,
1/13/2013,21:00,MANHATTAN,10003,40.731659,-73.9854447,"(40.731659, -73.9854447)",2 AVENUE,EAST 13 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,14745,PASSENGER VEHICLE,TAXI,,,
1/13/2013,21:00,MANHATTAN,10128,40.7775544,-73.9488804,"(40.7775544, -73.9488804)",EAST 87 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,47180,SPORT UTILITY / STATION WAGON,TAXI,,,
1/13/2013,21:15,BROOKLYN,11213,40.6695546,-73.9449618,"(40.6695546, -73.9449618)",EASTERN PARKWAY,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,21:20,BROOKLYN,11229,40.6113225,-73.9419268,"(40.6113225, -73.9419268)",MADISON PLACE,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,127034,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,21:26,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2934208,SPORT UTILITY / STATION WAGON,OTHER,,,
1/13/2013,21:30,BRONX,10461,40.8534443,-73.856085,"(40.8534443, -73.856085)",NEILL AVENUE,HAIGHT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104061,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1/13/2013,21:36,MANHATTAN,10029,40.7999853,-73.9448468,"(40.7999853, -73.9448468)",EAST 116 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,21:45,QUEENS,11357,40.7868543,-73.822349,"(40.7868543, -73.822349)",PARSONS BOULEVARD,14 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248563,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,21:45,QUEENS,11372,40.7565375,-73.8760673,"(40.7565375, -73.8760673)",NORTHERN BOULEVARD,92 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,22:02,MANHATTAN,10002,40.7199351,-73.9787516,"(40.7199351, -73.9787516)",EAST HOUSTON STREET,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,,,,12778,TAXI,PASSENGER VEHICLE,,,
1/13/2013,22:03,BROOKLYN,11208,40.6771662,-73.8777398,"(40.6771662, -73.8777398)",LIBERTY AVENUE,MILFORD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165652,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,22:14,,,,,,,,PARKING LOT OF 110-00 ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,229574,PASSENGER VEHICLE,,,,
1/13/2013,22:15,,,,,,,,PARKING LOT 40-24 COLLEGE PT. BLVD.,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248564,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,22:15,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,2836765,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,22:22,BROOKLYN,11236,40.6417288,-73.9076365,"(40.6417288, -73.9076365)",REMSEN AVENUE,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,145571,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
1/13/2013,22:30,MANHATTAN,10003,40.7384884,-73.9899502,"(40.7384884, -73.9899502)",BROADWAY,EAST 19 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,23022,TAXI,TAXI,,,
1/13/2013,22:30,,,,,,CROSS BAY BOULEVARD,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,229575,PASSENGER VEHICLE,BUS,PASSENGER VEHICLE,,
1/13/2013,22:43,,,,,,,,PARKING LOT-772 EDGEWATER RD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,76970,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
1/13/2013,22:46,BROOKLYN,11216,40.6802409,-73.9467485,"(40.6802409, -73.9467485)",FULTON STREET,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180386,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,22:50,MANHATTAN,10018,40.7552921,-73.9949215,"(40.7552921, -73.9949215)",9 AVENUE,WEST 37 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,18311,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,23:00,MANHATTAN,10034,40.8648086,-73.9193623,"(40.8648086, -73.9193623)",WEST 207 STREET,POST AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,70816,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,23:15,BRONX,10472,40.8296651,-73.856823,"(40.8296651, -73.856823)",PUGSLEY AVENUE,HAVILAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,82153,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/13/2013,23:16,,,40.8082894,-73.9045205,"(40.8082894, -73.9045205)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,2879253,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
1/13/2013,23:24,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,2988221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,23:30,,,40.89146,-73.9081225,"(40.89146, -73.9081225)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,2934206,PASSENGER VEHICLE,,,,
1/13/2013,23:35,QUEENS,11421,40.685169,-73.8623074,"(40.685169, -73.8623074)",78 STREET,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,205206,SPORT UTILITY / STATION WAGON,UNKNOWN,SPORT UTILITY / STATION WAGON,,
1/13/2013,23:50,,,,,,,,PARKING LOT OF 110-00 ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,2:00,BRONX,10453,40.8475569,-73.9102351,"(40.8475569, -73.9102351)",WALTON AVENUE,HENWOOD PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92889,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,2:00,MANHATTAN,10019,40.764222,-73.9809793,"(40.764222, -73.9809793)",WEST 55 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,39973,OTHER,PASSENGER VEHICLE,,,
1/13/2013,2:00,QUEENS,11105,40.7730905,-73.9110756,"(40.7730905, -73.9110756)",23 AVENUE,35 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,274643,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/13/2013,2:00,QUEENS,11358,40.7610566,-73.7898613,"(40.7610566, -73.7898613)",192 STREET,STATION ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,260854,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,2:05,,,,,,BRIGHTON 15 STREET,BRIGHTON BEACH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,114410,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,2:11,MANHATTAN,10017,40.749824,-73.9722023,"(40.749824, -73.9722023)",EAST 42 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,33867,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,2:15,QUEENS,11432,40.7098181,-73.8010675,"(40.7098181, -73.8010675)",162 STREET,HIGHLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,234727,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,2:28,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867780,LIVERY VEHICLE,LIVERY VEHICLE,,,
1/13/2013,2:30,BRONX,10453,40.8559197,-73.9171897,"(40.8559197, -73.9171897)",WEST 179 STREET,CEDAR AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,92882,PASSENGER VEHICLE,,,,
1/13/2013,2:30,QUEENS,11422,40.6528694,-73.729732,"(40.6528694, -73.729732)",149 AVENUE,259 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,222085,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1/13/2013,2:30,STATEN ISLAND,10312,40.5634522,-74.1697471,"(40.5634522, -74.1697471)",RICHMOND AVENUE,DRUMGOOLE ROAD WEST,,0,0,0,0,0,0,0,0,Unspecified,,,,,302138,PASSENGER VEHICLE,,,,
1/13/2013,2:48,BRONX,10457,40.8388747,-73.9026466,"(40.8388747, -73.9026466)",CLAREMONT PARKWAY,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,79289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,2:49,,,,,,HUGH GRANT CIRCLE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82149,TAXI,OTHER,,,
1/13/2013,2:50,MANHATTAN,10014,40.7323735,-74.0034711,"(40.7323735, -74.0034711)",7 AVENUE SOUTH,BARROW STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,10282,TAXI,SPORT UTILITY / STATION WAGON,,,
1/13/2013,3:11,STATEN ISLAND,10303,40.6254226,-74.1513486,"(40.6254226, -74.1513486)",FOREST AVENUE,SANDERS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,286808,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,3:20,MANHATTAN,10001,40.7521904,-73.9934636,"(40.7521904, -73.9934636)",WEST 34 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,27907,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,3:25,STATEN ISLAND,10308,40.5516764,-74.1546145,"(40.5516764, -74.1546145)",MARGARET STREET,COLON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,296097,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK,,
1/13/2013,3:30,QUEENS,11412,40.6979708,-73.7537803,"(40.6979708, -73.7537803)",200 STREET,115 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,3:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2988220,PASSENGER VEHICLE,,,,
1/13/2013,3:35,BRONX,10452,40.8398022,-73.928659,"(40.8398022, -73.928659)",WEST 167 STREET,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,86238,VAN,LIVERY VEHICLE,,,
1/13/2013,3:35,MANHATTAN,10011,40.7422847,-74.0044171,"(40.7422847, -74.0044171)",WEST 16 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,18090,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,3:40,QUEENS,11369,40.7636855,-73.8792632,"(40.7636855, -73.8792632)",90 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281105,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,3:43,QUEENS,11385,40.7126973,-73.9005944,"(40.7126973, -73.9005944)",FRESH PD ROAD,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,215129,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,3:56,BROOKLYN,11212,40.666189,-73.9166575,"(40.666189, -73.9166575)",SARATOGA AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,161155,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,4:21,QUEENS,11361,40.7594964,-73.7623966,"(40.7594964, -73.7623966)",46 AVENUE,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,260849,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,4:50,QUEENS,11414,40.6608493,-73.8402918,"(40.6608493, -73.8402918)",CROSS BAY BOULEVARD,158 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229562,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,4:50,QUEENS,11421,40.6893731,-73.8615054,"(40.6893731, -73.8615054)",80 STREET,88 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,205204,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1/13/2013,4:51,BROOKLYN,11236,40.6434336,-73.886457,"(40.6434336, -73.886457)",EAST 108 STREET,FLATLANDS 5 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,Unspecified,,,145573,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,,
1/13/2013,5:10,,,,,,CATON AVENUE,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,148989,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
