DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1/16/2013,9:46,BROOKLYN,11236,40.6425753,-73.9023456,"(40.6425753, -73.9023456)",FLATLANDS AVENUE,EAST 95 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,145585,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/16/2013,9:59,,,40.7677203,-73.9023267,"(40.7677203, -73.9023267)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3102249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,8:30,,,,,,,,,5,0,0,0,0,0,5,0,Fatigued/Drowsy,Unspecified,,,,2983303,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,23:05,BROOKLYN,11226,40.6521449,-73.9591502,"(40.6521449, -73.9591502)",FLATBUSH AVENUE,LINDEN BOULEVARD,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,149025,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),VAN
1/17/2013,12:55,BROOKLYN,11207,40.6541418,-73.8873109,"(40.6541418, -73.8873109)",COZINE AVENUE,PENNSYLVANIA AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,165699,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,15:45,,,,,,UNION TURNPIKE,255 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,222136,VAN,PASSENGER VEHICLE,,,
1/17/2013,7:50,QUEENS,11004,40.7379231,-73.7055743,"(40.7379231, -73.7055743)",HILLSIDE AVENUE,263 STREET,,3,0,1,0,0,0,2,0,Physical Disability,Unspecified,,,,222130,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/17/2013,18:20,QUEENS,11417,40.6822652,-73.8451332,"(40.6822652, -73.8451332)",WOODHAVEN BOULEVARD,103 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,205238,BUS,PASSENGER VEHICLE,,,
1/17/2013,22:30,BRONX,10453,40.8596195,-73.9132844,"(40.8596195, -73.9132844)",HALL OF FAME TERRACE,SEDGWICK AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,92902,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,10:00,BROOKLYN,11203,40.642384,-73.9253821,"(40.642384, -73.9253821)",KINGS HIGHWAY,AVENUE D,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,136879,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,15:00,QUEENS,11414,40.6678625,-73.8507215,"(40.6678625, -73.8507215)",151 AVENUE,84 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,229609,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/17/2013,15:24,STATEN ISLAND,10306,40.5865013,-74.1045498,"(40.5865013, -74.1045498)",RICHMOND ROAD,STOBE AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,296180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,17:15,MANHATTAN,10021,40.7724613,-73.9670409,"(40.7724613, -73.9670409)",5 AVENUE,EAST 72 STREET,,2,0,2,0,0,0,0,0,Physical Disability,,,,,47217,UNKNOWN,,,,
1/17/2013,17:30,,,40.6192892,-74.1769756,"(40.6192892, -74.1769756)",,,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3122119,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/17/2013,15:00,BROOKLYN,11215,40.6751743,-73.9846999,"(40.6751743, -73.9846999)",1 STREET,4 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,176898,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,19:19,BROOKLYN,11231,40.6786804,-73.997671,"(40.6786804, -73.997671)",3 PLACE,COURT STREET,,2,0,2,0,0,0,0,0,Unspecified,,,,,171326,PASSENGER VEHICLE,,,,
1/17/2013,17:51,BROOKLYN,11207,40.6717503,-73.8968415,"(40.6717503, -73.8968415)",PITKIN AVENUE,SHEFFIELD AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,165727,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,18:30,BROOKLYN,11234,40.6074131,-73.9262495,"(40.6074131, -73.9262495)",AVENUE U,EAST 38 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,127060,PASSENGER VEHICLE,VAN,,,
1/17/2013,21:30,,,40.707298,-73.8506273,"(40.707298, -73.8506273)",,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,2997746,PASSENGER VEHICLE,UNKNOWN,,,
1/17/2013,23:30,MANHATTAN,10012,40.7272875,-74.0006314,"(40.7272875, -74.0006314)",THOMPSON STREET,WEST HOUSTON STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,1682,PASSENGER VEHICLE,TAXI,,,
1/17/2013,9:00,BRONX,10467,40.8612935,-73.8645927,"(40.8612935, -73.8645927)",WARING AVENUE,WALLACE AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,104090,PASSENGER VEHICLE,OTHER,,,
1/17/2013,9:20,,,40.8351978,-73.8740453,"(40.8351978, -73.8740453)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2888787,VAN,SPORT UTILITY / STATION WAGON,,,
1/17/2013,9:45,QUEENS,11372,40.753146,-73.890612,"(40.753146, -73.890612)",76 STREET,34 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,281143,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,15:20,BROOKLYN,11234,40.6250879,-73.9120689,"(40.6250879, -73.9120689)",AVENUE M,EAST 72 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,127055,PASSENGER VEHICLE,,,,
1/17/2013,17:20,MANHATTAN,10032,40.8421538,-73.9422783,"(40.8421538, -73.9422783)",WEST 168 STREET,FORT WASHINGTON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,68736,PASSENGER VEHICLE,,,,
1/17/2013,17:30,BROOKLYN,11229,40.6062171,-73.9539239,"(40.6062171, -73.9539239)",EAST 19 STREET,AVENUE R,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,118012,PASSENGER VEHICLE,,,,
1/17/2013,17:30,,,40.7504945,-73.7511998,"(40.7504945, -73.7511998)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3079364,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,19:30,MANHATTAN,10013,40.7170989,-73.9985895,"(40.7170989, -73.9985895)",MULBERRY STREET,CANAL STREET,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,6652,LIVERY VEHICLE,,,,
1/17/2013,23:00,MANHATTAN,10022,40.7629131,-73.9697999,"(40.7629131, -73.9697999)",PARK AVENUE,EAST 59 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,47223,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,0:10,QUEENS,11101,40.7445614,-73.9307531,"(40.7445614, -73.9307531)",QUEENS BOULEVARD,34 STREET,,1,0,0,0,0,0,1,0,Prescription Medication,Unspecified,,,,240858,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1/17/2013,0:46,BRONX,10466,40.8843999,-73.8523726,"(40.8843999, -73.8523726)",EAST 224 STREET,PAULDING AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,96508,UNKNOWN,,,,
1/17/2013,10:00,STATEN ISLAND,10307,40.5123464,-74.2443421,"(40.5123464, -74.2443421)",LEE AVENUE,CRAIG AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,302153,PASSENGER VEHICLE,,,,
1/17/2013,11:00,BROOKLYN,11228,40.6222364,-74.009002,"(40.6222364, -74.009002)",12 AVENUE,74 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,142080,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,11:11,QUEENS,11426,40.7434549,-73.7260408,"(40.7434549, -73.7260408)",COMMONWEALTH BOULEVARD,76 AVENUE,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,222132,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,12:00,BROOKLYN,11207,40.6594275,-73.883741,"(40.6594275, -73.883741)",STANLEY AVENUE,HENDRIX STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,165698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,12:10,BRONX,10455,40.8130953,-73.8982589,"(40.8130953, -73.8982589)",BRUCKNER BOULEVARD,LEGGETT AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,76991,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/17/2013,12:15,BROOKLYN,11231,40.6822732,-73.9934813,"(40.6822732, -73.9934813)",SACKETT STREET,SMITH STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,171325,TAXI,SCOOTER,,,
1/17/2013,12:20,MANHATTAN,10003,40.7327302,-73.9938155,"(40.7327302, -73.9938155)",EAST 10 STREET,UNIVERSITY PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,10308,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,12:29,,,40.7349824,-73.861387,"(40.7349824, -73.861387)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3065291,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/17/2013,12:50,BRONX,10461,40.854677,-73.8436509,"(40.854677, -73.8436509)",EASTCHESTER ROAD,SEMINOLE STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,104094,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/17/2013,12:50,MANHATTAN,10014,40.7339737,-74.0003572,"(40.7339737, -74.0003572)",CHRISTOPHER STREET,GAY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,10307,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,13:00,,,,,,,,MUNILOT 1,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,248606,PASSENGER VEHICLE,,,,
1/17/2013,13:30,QUEENS,11355,40.7606645,-73.8139973,"(40.7606645, -73.8139973)",SANFORD AVENUE,149 PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,248607,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,13:55,BROOKLYN,11235,40.5877377,-73.9504046,"(40.5877377, -73.9504046)",EAST 19 STREET,JEROME AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,118008,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,14:00,BRONX,10451,40.8185601,-73.9273161,"(40.8185601, -73.9273161)",EAST 149 STREET,GRAND CONCOURSE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,86261,PASSENGER VEHICLE,,,,
1/17/2013,14:00,QUEENS,11355,40.7566718,-73.8287931,"(40.7566718, -73.8287931)",MAIN STREET,SANFORD AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,248609,PASSENGER VEHICLE,TAXI,,,
1/17/2013,14:30,BROOKLYN,11235,40.5895661,-73.9397962,"(40.5895661, -73.9397962)",NOSTRAND AVENUE,AVENUE Z,,1,0,1,0,0,0,0,0,Unspecified,,,,,118009,PASSENGER VEHICLE,,,,
1/17/2013,14:40,STATEN ISLAND,10312,40.5539094,-74.2014443,"(40.5539094, -74.2014443)",CODY PLACE,COUNTRY LANE,,1,0,1,0,0,0,0,0,Unspecified,,,,,302152,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,14:45,BROOKLYN,11209,40.6174436,-74.0283981,"(40.6174436, -74.0283981)",92 STREET,GELSTON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,142075,PASSENGER VEHICLE,,,,
1/17/2013,15:00,,,,,,109 AVENUE,128 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,229605,MOTORCYCLE,,,,
1/17/2013,15:15,BRONX,10452,40.8447945,-73.9158663,"(40.8447945, -73.9158663)",INWOOD AVENUE,WEST MT EDEN AVENUE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,86263,VAN,,,,
1/17/2013,15:15,QUEENS,11355,40.7513524,-73.8179935,"(40.7513524, -73.8179935)",HOLLY AVENUE,UNION STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,248603,VAN,,,,
1/17/2013,15:30,MANHATTAN,10003,40.7352052,-73.9857867,"(40.7352052, -73.9857867)",EAST 17 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,23053,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,15:30,QUEENS,11105,40.7743626,-73.9128683,"(40.7743626, -73.9128683)",23 AVENUE,31 STREET,,1,0,0,0,0,0,1,0,Lost Consciousness,,,,,274693,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1/17/2013,15:50,BROOKLYN,11212,40.6709552,-73.911064,"(40.6709552, -73.911064)",ROCKAWAY AVENUE,GLENMORE AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,161176,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,15:59,BRONX,10468,40.8613524,-73.8977368,"(40.8613524, -73.8977368)",GRAND CONCOURSE,EAST 188 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,92900,VAN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1/17/2013,16:30,BROOKLYN,11218,40.64066,-73.9759447,"(40.64066, -73.9759447)",AVENUE C,EAST 4 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,131523,PASSENGER VEHICLE,,,,
1/17/2013,16:30,MANHATTAN,10035,40.8043758,-73.9374202,"(40.8043758, -73.9374202)",EAST 125 STREET,LEXINGTON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,60420,PASSENGER VEHICLE,,,,
1/17/2013,16:30,QUEENS,11374,40.7309325,-73.8645761,"(40.7309325, -73.8645761)",QUEENS BOULEVARD,62 DRIVE,,1,0,1,0,0,0,0,0,Unspecified,,,,,265340,PASSENGER VEHICLE,,,,
1/17/2013,16:36,MANHATTAN,10014,40.7332161,-74.0030309,"(40.7332161, -74.0030309)",7 AVENUE SOUTH,GROVE STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,10310,PASSENGER VEHICLE,,,,
1/17/2013,16:45,MANHATTAN,10003,40.7305919,-73.9924085,"(40.7305919, -73.9924085)",BROADWAY,EAST 8 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,10309,VAN,BUS,,,
1/17/2013,17:00,BROOKLYN,11215,40.6684505,-73.9935295,"(40.6684505, -73.9935295)",3 AVENUE,14 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,176907,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,17:00,,,,,,WEST TREMONT AVENUE,ANDREWS AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,92901,PASSENGER VEHICLE,,,,
1/17/2013,17:01,QUEENS,11373,40.7439732,-73.8850947,"(40.7439732, -73.8850947)",BROADWAY,BAXTER AVENUE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,256434,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,17:08,BRONX,10461,40.8435019,-73.8347464,"(40.8435019, -73.8347464)",MIDDLETOWN ROAD,MAYFLOWER AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,89682,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,17:10,MANHATTAN,10017,40.7521394,-73.97977,"(40.7521394, -73.97977)",MADISON AVENUE,EAST 41 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,27963,PASSENGER VEHICLE,,,,
1/17/2013,17:20,BROOKLYN,11220,40.6408367,-74.0184306,"(40.6408367, -74.0184306)",4 AVENUE,60 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,157203,PASSENGER VEHICLE,,,,
1/17/2013,17:40,BROOKLYN,11215,40.6558259,-73.9812228,"(40.6558259, -73.9812228)",19 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,157205,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,18:00,STATEN ISLAND,10314,40.6159939,-74.1636026,"(40.6159939, -74.1636026)",LAMBERTS LANE,ARLENE STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,296160,PASSENGER VEHICLE,,,,
1/17/2013,18:00,,,,,,RALPH AVENUE,DITMAS AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,136884,UNKNOWN,,,,
1/17/2013,18:10,,,,,,WEST 238 STREET,RIVERDALE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,107712,UNKNOWN,BICYCLE,,,
1/17/2013,18:15,STATEN ISLAND,10302,40.6242451,-74.1382622,"(40.6242451, -74.1382622)",MARIANNE STREET,FOREST AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,286853,PASSENGER VEHICLE,,,,
1/17/2013,18:37,MANHATTAN,10038,40.7068526,-74.0050027,"(40.7068526, -74.0050027)",JOHN STREET,WATER STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,1681,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,18:40,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2864399,OTHER,PICK-UP TRUCK,,,
1/17/2013,19:00,QUEENS,11103,40.7654813,-73.9136994,"(40.7654813, -73.9136994)",28 AVENUE,STEINWAY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,274694,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,19:20,BROOKLYN,11211,40.7095517,-73.9588589,"(40.7095517, -73.9588589)",SOUTH 5 STREET,HAVEMEYER STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,195135,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
1/17/2013,19:30,STATEN ISLAND,10304,40.5893449,-74.1014938,"(40.5893449, -74.1014938)",RICHMOND ROAD,BUEL AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,296175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,20:00,QUEENS,11412,40.7086073,-73.7527346,"(40.7086073, -73.7527346)",109 AVENUE,205 PLACE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,Unspecified,,,210041,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
1/17/2013,20:05,BROOKLYN,11214,40.5836578,-73.9865462,"(40.5836578, -73.9865462)",CROPSEY AVENUE,BAY 52 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,114429,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,20:13,BROOKLYN,11211,40.7058989,-73.9601524,"(40.7058989, -73.9601524)",LEE AVENUE,ROSS STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,195137,PASSENGER VEHICLE,OTHER,,,
1/17/2013,20:13,BROOKLYN,11249,40.7106275,-73.9667757,"(40.7106275, -73.9667757)",WYTHE AVENUE,BROADWAY,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,195136,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,20:34,QUEENS,11361,40.7653207,-73.7718954,"(40.7653207, -73.7718954)",BELL BOULEVARD,39 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,260884,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/17/2013,21:00,MANHATTAN,10009,40.7258772,-73.9775339,"(40.7258772, -73.9775339)",AVENUE C,EAST 10 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,14760,PASSENGER VEHICLE,,,,
1/17/2013,22:07,MANHATTAN,10002,40.7202352,-73.9844767,"(40.7202352, -73.9844767)",STANTON STREET,CLINTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,12747,PASSENGER VEHICLE,BICYCLE,,,
1/17/2013,22:10,QUEENS,11101,40.7447332,-73.9335895,"(40.7447332, -73.9335895)",THOMSON AVENUE,QUEENS BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,240867,UNKNOWN,BICYCLE,,,
1/17/2013,22:30,QUEENS,11385,40.705047,-73.9030296,"(40.705047, -73.9030296)",MADISON STREET,FAIRVIEW AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,215167,OTHER,,,,
1/17/2013,22:50,BROOKLYN,11218,40.6379657,-73.9818872,"(40.6379657, -73.9818872)",39 STREET,15 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,131526,SPORT UTILITY / STATION WAGON,BICYCLE,,,
1/17/2013,3:15,,,,,,JAMAICA AVENUE,124 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,205229,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,5:45,STATEN ISLAND,10312,40.5508155,-74.16571,"(40.5508155, -74.16571)",KATAN AVENUE,ELTINGVILLE BOULEVARD,,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,,,,296149,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/17/2013,6:35,MANHATTAN,10016,40.7484375,-73.9845604,"(40.7484375, -73.9845604)",WEST 34 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,27932,PASSENGER VEHICLE,,,,
1/17/2013,6:35,,,40.7265632,-73.8380134,"(40.7265632, -73.8380134)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3089825,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1/17/2013,7:00,BRONX,10451,40.8235793,-73.914166,"(40.8235793, -73.914166)",EAST 160 STREET,MELROSE AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,79297,PASSENGER VEHICLE,,,,
1/17/2013,7:00,MANHATTAN,10028,40.7815251,-73.9604141,"(40.7815251, -73.9604141)",5 AVENUE,EAST 86 STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,47227,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/17/2013,7:15,BROOKLYN,11234,40.6360741,-73.9219086,"(40.6360741, -73.9219086)",FARRAGUT ROAD,EAST 57 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,127058,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,8:04,BRONX,10473,40.8156615,-73.8567845,"(40.8156615, -73.8567845)",LACOMBE AVENUE,WHITE PLAINS ROAD,,1,0,1,0,0,0,0,0,Unspecified,,,,,82173,UNKNOWN,,,,
1/17/2013,8:20,QUEENS,11355,40.761131,-73.812267,"(40.761131, -73.812267)",SANFORD AVENUE,MURRAY STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,248600,SPORT UTILITY / STATION WAGON,,,,
1/17/2013,8:55,BROOKLYN,11222,40.7227739,-73.9470933,"(40.7227739, -73.9470933)",MC GUINNESS BOULEVARD,DRIGGS AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,199090,OTHER,VAN,,,
1/17/2013,9:30,BROOKLYN,11205,40.6913292,-73.9517592,"(40.6913292, -73.9517592)",DEKALB AVENUE,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,180399,UNKNOWN,PASSENGER VEHICLE,,,
1/17/2013,18:00,BROOKLYN,11230,40.6125498,-73.962859,"(40.6125498, -73.962859)",CONEY ISLAND AVENUE,AVENUE O,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,131535,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/17/2013,8:30,QUEENS,11419,40.6909728,-73.8143829,"(40.6909728, -73.8143829)",132 STREET,103 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,205231,PASSENGER VEHICLE,,,,
1/17/2013,15:18,QUEENS,11101,40.748277,-73.9391728,"(40.748277, -73.9391728)",JACKSON AVENUE,42 ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,240860,SPORT UTILITY / STATION WAGON,VAN,,,
1/17/2013,22:20,BROOKLYN,11216,40.6821813,-73.9465811,"(40.6821813, -73.9465811)",MARCY AVENUE,HALSEY STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,180400,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1/17/2013,10:30,BROOKLYN,11203,40.6560641,-73.9395596,"(40.6560641, -73.9395596)",ALBANY AVENUE,CLARKSON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,153455,UNKNOWN,,,,
1/17/2013,18:30,,,40.7980656,-73.9755308,"(40.7980656, -73.9755308)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2855115,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/17/2013,21:00,BROOKLYN,11229,40.5993815,-73.9514043,"(40.5993815, -73.9514043)",OCEAN AVENUE,AVENUE U,,1,0,1,0,0,0,0,0,Unspecified,,,,,118011,PASSENGER VEHICLE,,,,
1/17/2013,22:20,QUEENS,11103,40.7566785,-73.9208649,"(40.7566785, -73.9208649)",STEINWAY STREET,34 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,274821,SPORT UTILITY / STATION WAGON,BICYCLE,,,
1/17/2013,11:05,QUEENS,11367,40.7266858,-73.8218203,"(40.7266858, -73.8218203)",72 AVENUE,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,234757,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/17/2013,13:45,MANHATTAN,10003,40.7285961,-73.9876715,"(40.7285961, -73.9876715)",SAINT MARKS PLACE,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,14765,SPORT UTILITY / STATION WAGON,TAXI,VAN,,
1/17/2013,16:18,,,,,,WOODHAVEN BOULEVARD,ELIOT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,265341,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
